Size,Variables,Beta,Rank,Diagonal,Density,Positive,Seed,Method,Sol,Time,Iterations 
30,1740,0.1,200,0.1,0.5,false,51234,11,23.9409168457434,75551,38
30,1740,0.1,200,0.1,0.5,false,51234,21,23.9409168353243,255474,3690
30,1740,0.1,200,0.1,0.5,false,51234,31,23.940914444733227,255235,1922
30,1740,0.1,200,0.1,1.0,false,12345,11,25.980329675967575,92961,47
30,1740,0.1,200,0.1,1.0,false,12345,21,25.98032967594688,200071,2805
30,1740,0.1,200,0.1,1.0,false,12345,31,25.98032795368175,267788,2295
30,1740,0.1,200,0.1,1.0,false,23451,11,26.27567625068428,70621,35
30,1740,0.1,200,0.1,1.0,false,23451,21,26.2756762450809,226111,3000
30,1740,0.1,200,0.1,1.0,false,23451,31,26.275675273953816,243464,2337
30,1740,0.1,200,0.1,1.0,false,34512,11,24.89679417305598,85167,43
30,1740,0.1,200,0.1,1.0,false,34512,21,24.89679419148142,184566,2670
30,1740,0.1,200,0.1,1.0,false,34512,31,24.896792633235748,249595,2211
30,1740,0.1,200,0.1,1.0,false,45123,11,24.75796004649128,78644,39
30,1740,0.1,200,0.1,1.0,false,45123,21,24.757960061912776,170365,2813
30,1740,0.1,200,0.1,1.0,false,45123,31,24.757958612711487,258653,2511
30,1740,0.1,200,0.1,1.0,false,51234,11,24.284564244587514,86353,43
30,1740,0.1,200,0.1,1.0,false,51234,21,24.28456205264071,190290,2945
30,1740,0.1,200,0.1,1.0,false,51234,31,24.28456155644347,256825,2223
30,1740,0.1,200,0.5,0.05,false,12345,11,21.47180838162391,41321,19
30,1740,0.1,200,0.5,0.05,false,12345,21,21.471808383865373,104759,2183
30,1740,0.1,200,0.5,0.05,false,12345,31,21.471808282867695,240639,1053
30,1740,0.1,200,0.5,0.05,false,23451,11,21.623143601086046,41541,19
30,1740,0.1,200,0.5,0.05,false,23451,21,21.62314190861861,145245,2454
30,1740,0.1,200,0.5,0.05,false,23451,31,21.623142791659916,248773,1161
30,1740,0.1,200,0.5,0.05,false,34512,11,19.54229485200361,40122,18
30,1740,0.1,200,0.5,0.05,false,34512,21,19.54229485629576,96892,1965
30,1740,0.1,200,0.5,0.05,false,34512,31,19.54229404107744,242916,1101
30,1740,0.1,200,0.5,0.05,false,45123,11,19.49662598730043,51104,25
30,1740,0.1,200,0.5,0.05,false,45123,21,19.49662753541669,123657,1939
30,1740,0.1,200,0.5,0.05,false,45123,31,19.496623655541615,236843,1084
30,1740,0.1,200,0.5,0.05,false,51234,11,19.46460574050792,40983,19
30,1740,0.1,200,0.5,0.05,false,51234,21,19.464605747858013,102649,2139
30,1740,0.1,200,0.5,0.05,false,51234,31,19.46460346939854,239709,1020
30,1740,0.1,200,0.5,0.1,false,12345,11,22.52674712662526,41493,19
30,1740,0.1,200,0.5,0.1,false,12345,21,22.52674711144479,106872,2676
30,1740,0.1,200,0.5,0.1,false,12345,31,22.526746960470945,248492,1309
30,1740,0.1,200,0.5,0.1,false,23451,11,21.492852087025906,63792,33
30,1740,0.1,200,0.5,0.1,false,23451,21,21.492852159834797,150835,2589
30,1740,0.1,200,0.5,0.1,false,23451,31,21.49285086928798,250218,1356
30,1740,0.1,200,0.5,0.1,false,34512,11,21.20704659278317,64601,32
30,1740,0.1,200,0.5,0.1,false,34512,21,21.207046772674243,147435,2470
30,1740,0.1,200,0.5,0.1,false,34512,31,21.20704469069602,247560,1205
30,1740,0.1,200,0.5,0.1,false,45123,11,20.815039158483664,41273,19
30,1740,0.1,200,0.5,0.1,false,45123,21,20.815039172640347,104580,2494
30,1740,0.1,200,0.5,0.1,false,45123,31,20.815038855365007,243635,1275
30,1740,0.1,200,0.5,0.1,false,51234,11,20.718528169531844,40940,19
30,1740,0.1,200,0.5,0.1,false,51234,21,20.71852817239413,105408,2501
30,1740,0.1,200,0.5,0.1,false,51234,31,20.718526992245522,247296,1262
30,1740,0.1,200,0.5,0.5,false,12345,11,25.079637489187753,42592,19
30,1740,0.1,200,0.5,0.5,false,12345,21,25.079637489173173,101970,2469
30,1740,0.1,200,0.5,0.5,false,12345,31,25.079635611616272,257677,1934
30,1740,0.1,200,0.5,0.5,false,23451,11,24.457566929585205,84399,42
30,1740,0.1,200,0.5,0.5,false,23451,21,24.45756693012896,181566,2571
30,1740,0.1,200,0.5,0.5,false,23451,31,24.457565557380132,248380,2010
30,1740,0.1,200,0.5,0.5,false,34512,11,23.773356405140348,70320,34
30,1740,0.1,200,0.5,0.5,false,34512,21,23.773356408721128,152877,2508
30,1740,0.1,200,0.5,0.5,false,34512,31,23.77335377825436,250739,2008
30,1740,0.1,200,0.5,0.5,false,45123,11,24.30529041845639,46513,22
30,1740,0.1,200,0.5,0.5,false,45123,21,24.30529128420676,108093,2682
30,1740,0.1,200,0.5,0.5,false,45123,31,24.305288757583114,255301,1991
30,1740,0.1,200,0.5,0.5,false,51234,11,23.943840905887523,73006,36
30,1740,0.1,200,0.5,0.5,false,51234,21,23.943840899703133,174174,3706
30,1740,0.1,200,0.5,0.5,false,51234,31,23.943839774877716,256441,1877
30,1740,0.1,200,0.5,1.0,false,12345,11,25.98378512492262,88575,45
30,1740,0.1,200,0.5,1.0,false,12345,21,25.983785123773863,191709,2859
30,1740,0.1,200,0.5,1.0,false,12345,31,25.9837846155799,266006,2295
30,1740,0.1,200,0.5,1.0,false,23451,11,26.278233968622022,69360,34
30,1740,0.1,200,0.5,1.0,false,23451,21,26.278233958009203,154743,3018
30,1740,0.1,200,0.5,1.0,false,23451,31,26.278231522059976,244147,2267
30,1740,0.1,200,0.5,1.0,false,34512,11,24.90006592936776,84765,42
30,1740,0.1,200,0.5,1.0,false,34512,21,24.90006592775259,183084,2691
30,1740,0.1,200,0.5,1.0,false,34512,31,24.900064107686315,256194,2206
30,1740,0.1,200,0.5,1.0,false,45123,11,24.760766378404995,71964,36
30,1740,0.1,200,0.5,1.0,false,45123,21,24.76076637838331,159972,2823
30,1740,0.1,200,0.5,1.0,false,45123,31,24.760764282916362,258455,2455
30,1740,0.1,200,0.5,1.0,false,51234,11,24.287920376554172,82758,41
30,1740,0.1,200,0.5,1.0,false,51234,21,24.287920372549067,181495,2903
30,1740,0.1,200,0.5,1.0,false,51234,31,24.28791778340363,247872,2275
30,1740,0.1,200,1.0,0.05,false,12345,11,21.47634243018156,42921,20
30,1740,0.1,200,1.0,0.05,false,12345,21,21.476342413751816,106766,2188
30,1740,0.1,200,1.0,0.05,false,12345,31,21.4763407178018,243010,1043
30,1740,0.1,200,1.0,0.05,false,23451,11,21.62792430518324,57748,29
30,1740,0.1,200,1.0,0.05,false,23451,21,21.627924789447654,135707,2339
30,1740,0.1,200,1.0,0.05,false,23451,31,21.6279226506395,241291,1184
30,1740,0.1,200,1.0,0.05,false,34512,11,19.548786439285166,39603,18
30,1740,0.1,200,1.0,0.05,false,34512,21,19.54878642622495,137203,2101
30,1740,0.1,200,1.0,0.05,false,34512,31,19.54878622679516,242207,1122
30,1740,0.1,200,1.0,0.05,false,45123,11,19.502440836023627,72409,37
30,1740,0.1,200,1.0,0.05,false,45123,21,19.502441053603384,160317,2087
30,1740,0.1,200,1.0,0.05,false,45123,31,19.502439317149665,240703,1103
30,1740,0.1,200,1.0,0.05,false,51234,11,19.47075567968827,39620,18
30,1740,0.1,200,1.0,0.05,false,51234,21,19.470754650835456,141088,2179
30,1740,0.1,200,1.0,0.05,false,51234,31,19.470753690682475,238646,1008
30,1740,0.1,200,1.0,0.1,false,12345,11,22.53126033109554,43630,20
30,1740,0.1,200,1.0,0.1,false,12345,21,22.531260330793973,108929,2561
30,1740,0.1,200,1.0,0.1,false,12345,31,22.531258843820897,246617,1308
30,1740,0.1,200,1.0,0.1,false,23451,11,21.49823318746106,71153,35
30,1740,0.1,200,1.0,0.1,false,23451,21,21.498232609379418,160309,2600
30,1740,0.1,200,1.0,0.1,false,23451,31,21.498230439330765,249677,1355
30,1740,0.1,200,1.0,0.1,false,34512,11,21.21110380511865,44775,21
30,1740,0.1,200,1.0,0.1,false,34512,21,21.211103789368995,156008,2598
30,1740,0.1,200,1.0,0.1,false,34512,31,21.211101528512607,245508,1251
30,1740,0.1,200,1.0,0.1,false,45123,11,20.819373965783715,59689,30
30,1740,0.1,200,1.0,0.1,false,45123,21,20.819373997554553,140361,2476
30,1740,0.1,200,1.0,0.1,false,45123,31,20.81937316794648,240767,1273
30,1740,0.1,200,1.0,0.1,false,51234,11,20.72401574968525,76702,38
30,1740,0.1,200,1.0,0.1,false,51234,21,20.724014341442007,174270,2552
30,1740,0.1,200,1.0,0.1,false,51234,31,20.72401403811812,245553,1257
30,1740,0.1,200,1.0,0.5,false,12345,11,25.083687510035713,76229,38
30,1740,0.1,200,1.0,0.5,false,12345,21,25.083687508670597,168411,2507
30,1740,0.1,200,1.0,0.5,false,12345,31,25.08368718769852,257053,1983
30,1740,0.1,200,1.0,0.5,false,23451,11,24.46152762880674,78518,39
30,1740,0.1,200,1.0,0.5,false,23451,21,24.461527630062697,170191,2517
30,1740,0.1,200,1.0,0.5,false,23451,31,24.46152491750999,251616,2128
30,1740,0.1,200,1.0,0.5,false,34512,11,23.777250603019525,74384,36
30,1740,0.1,200,1.0,0.5,false,34512,21,23.777250600982512,231373,2412
30,1740,0.1,200,1.0,0.5,false,34512,31,23.777249052562397,256305,2039
30,1740,0.1,200,1.0,0.5,false,45123,11,24.30854666895963,42190,19
30,1740,0.1,200,1.0,0.5,false,45123,21,24.308546668583535,100419,2655
30,1740,0.1,200,1.0,0.5,false,45123,31,24.308546665332884,257986,1915
30,1740,0.1,200,1.0,0.5,false,51234,11,23.94749195367839,73828,37
30,1740,0.1,200,1.0,0.5,false,51234,21,23.9474919558881,176864,3685
30,1740,0.1,200,1.0,0.5,false,51234,31,23.94749046536229,248598,1929
30,1740,0.1,200,1.0,1.0,false,12345,11,25.988086123826584,82501,41
30,1740,0.1,200,1.0,1.0,false,12345,21,25.988086123387887,178472,2814
30,1740,0.1,200,1.0,1.0,false,12345,31,25.988085206737804,268378,2314
30,1740,0.1,200,1.0,1.0,false,23451,11,26.281423353784877,72204,35
30,1740,0.1,200,1.0,1.0,false,23451,21,26.281423356951134,160818,3024
30,1740,0.1,200,1.0,1.0,false,23451,31,26.28142228619389,251008,2309
30,1740,0.1,200,1.0,1.0,false,34512,11,24.90414553754054,72017,35
30,1740,0.1,200,1.0,1.0,false,34512,21,24.90414553575668,157297,2630
30,1740,0.1,200,1.0,1.0,false,34512,31,24.904143289261874,257806,2156
30,1740,0.1,200,1.0,1.0,false,45123,11,24.76426723351312,59732,30
30,1740,0.1,200,1.0,1.0,false,45123,21,24.764267247278703,197309,2906
30,1740,0.1,200,1.0,1.0,false,45123,31,24.76426521347365,258730,2509
30,1740,0.1,200,1.0,1.0,false,51234,11,24.292105573764353,80183,39
30,1740,0.1,200,1.0,1.0,false,51234,21,24.29210556821199,171169,2922
30,1740,0.1,200,1.0,1.0,false,51234,31,24.292103408714105,253781,2254
30,1740,0.1,200,2.0,0.05,false,12345,11,21.485377717488436,41311,19
30,1740,0.1,200,2.0,0.05,false,12345,21,21.48537771498651,104939,2218
30,1740,0.1,200,2.0,0.05,false,12345,31,21.485377488535207,238958,1030
30,1740,0.1,200,2.0,0.05,false,23451,11,21.637443769936237,40091,18
30,1740,0.1,200,2.0,0.05,false,23451,21,21.63744368092282,141032,2377
30,1740,0.1,200,2.0,0.05,false,23451,31,21.637443278947316,237876,1166
30,1740,0.1,200,2.0,0.05,false,34512,11,19.56169007493026,38153,17
30,1740,0.1,200,2.0,0.05,false,34512,21,19.56169007670604,134359,2063
30,1740,0.1,200,2.0,0.05,false,34512,31,19.561689456675246,243299,1112
30,1740,0.1,200,2.0,0.05,false,45123,11,19.51402048621766,42081,19
30,1740,0.1,200,2.0,0.05,false,45123,21,19.51402057777899,101719,1961
30,1740,0.1,200,2.0,0.05,false,45123,31,19.51401985494912,236848,1085
30,1740,0.1,200,2.0,0.05,false,51234,11,19.48300611991824,51966,25
30,1740,0.1,200,2.0,0.05,false,51234,21,19.483006188175555,173110,2136
30,1740,0.1,200,2.0,0.05,false,51234,31,19.483005256807562,243449,1005
30,1740,0.1,200,2.0,0.1,false,12345,11,22.540251278002287,52680,25
30,1740,0.1,200,2.0,0.1,false,12345,21,22.54025127782659,183265,2618
30,1740,0.1,200,2.0,0.1,false,12345,31,22.54025035492863,242221,1323
30,1740,0.1,200,2.0,0.1,false,23451,11,21.50893279647193,44003,20
30,1740,0.1,200,2.0,0.1,false,23451,21,21.50893280002228,111987,2635
30,1740,0.1,200,2.0,0.1,false,23451,31,21.508932187259006,250491,1338
30,1740,0.1,200,2.0,0.1,false,34512,11,21.219195444327312,43493,20
30,1740,0.1,200,2.0,0.1,false,34512,21,21.219195666355706,107884,2563
30,1740,0.1,200,2.0,0.1,false,34512,31,21.219193961927054,244025,1200
30,1740,0.1,200,2.0,0.1,false,45123,11,20.828019332196565,40965,18
30,1740,0.1,200,2.0,0.1,false,45123,21,20.82801933213149,102203,2374
30,1740,0.1,200,2.0,0.1,false,45123,31,20.82801679738062,244199,1274
30,1740,0.1,200,2.0,0.1,false,51234,11,20.734944845222447,39702,18
30,1740,0.1,200,2.0,0.1,false,51234,21,20.734944845500927,103439,2666
30,1740,0.1,200,2.0,0.1,false,51234,31,20.73494398727295,246309,1228
30,1740,0.1,200,2.0,0.5,false,12345,11,25.091755912645752,47943,21
30,1740,0.1,200,2.0,0.5,false,12345,21,25.0917559114334,111041,2513
30,1740,0.1,200,2.0,0.5,false,12345,31,25.09175317556687,248861,1901
30,1740,0.1,200,2.0,0.5,false,23451,11,24.469413381576487,81609,41
30,1740,0.1,200,2.0,0.5,false,23451,21,24.469413376310154,178877,2490
30,1740,0.1,200,2.0,0.5,false,23451,31,24.46941244668108,250320,2017
30,1740,0.1,200,2.0,0.5,false,34512,11,23.78500715381422,42093,19
30,1740,0.1,200,2.0,0.5,false,34512,21,23.78500715444868,100818,2368
30,1740,0.1,200,2.0,0.5,false,34512,31,23.78500531921148,247517,1973
30,1740,0.1,200,2.0,0.5,false,45123,11,24.31504477568206,47152,21
30,1740,0.1,200,2.0,0.5,false,45123,21,24.315044775530005,109623,2675
30,1740,0.1,200,2.0,0.5,false,45123,31,24.315043627853534,249691,1979
30,1740,0.1,200,2.0,0.5,false,51234,11,23.954773837233354,46193,21
30,1740,0.1,200,2.0,0.5,false,51234,21,23.954773837275006,121974,3621
30,1740,0.1,200,2.0,0.5,false,51234,31,23.95477211667442,249074,1934
30,1740,0.1,200,2.0,1.0,false,12345,11,25.99662216146235,92399,46
30,1740,0.1,200,2.0,1.0,false,12345,21,25.99662214627771,198612,2835
30,1740,0.1,200,2.0,1.0,false,12345,31,25.99662029020606,259655,2275
30,1740,0.1,200,2.0,1.0,false,23451,11,26.287789779722036,43192,20
30,1740,0.1,200,2.0,1.0,false,23451,21,26.287790048876715,147471,2920
30,1740,0.1,200,2.0,1.0,false,23451,31,26.287788764226363,247612,2280
30,1740,0.1,200,2.0,1.0,false,34512,11,24.91226988612344,73573,36
30,1740,0.1,200,2.0,1.0,false,34512,21,24.9122696276832,159271,2655
30,1740,0.1,200,2.0,1.0,false,34512,31,24.91226843378009,248530,2200
30,1740,0.1,200,2.0,1.0,false,45123,11,24.77124800230317,49325,23
30,1740,0.1,200,2.0,1.0,false,45123,21,24.771247967970524,163387,2956
30,1740,0.1,200,2.0,1.0,false,45123,31,24.771246175842474,253605,2486
30,1740,0.1,200,2.0,1.0,false,51234,11,24.300444281203802,82847,41
30,1740,0.1,200,2.0,1.0,false,51234,21,24.300444278537547,180405,2919
30,1740,0.1,200,2.0,1.0,false,51234,31,24.300442826186895,255856,2199
30,1740,0.1,300,0.0,0.05,false,12345,11,23.36029851179623,12792,43
30,1740,0.1,300,0.0,0.05,false,12345,21,23.360297381911288,33880,2626
30,1740,0.1,300,0.0,0.05,false,12345,31,23.36029739326377,604106,1220
30,1740,0.1,300,0.0,0.05,false,23451,11,24.007881706647332,6582,21
30,1740,0.1,300,0.0,0.05,false,23451,21,24.00788122755654,19735,2865
30,1740,0.1,300,0.0,0.05,false,23451,31,24.00787919697496,597737,1162
30,1740,0.1,300,0.0,0.05,false,34512,11,23.11593278512091,10274,34
30,1740,0.1,300,0.0,0.05,false,34512,21,23.115932746249754,35911,2675
30,1740,0.1,300,0.0,0.05,false,34512,31,23.115931054959006,605634,1400
30,1740,0.1,300,0.0,0.05,false,45123,11,23.373354364389343,6071,16
30,1740,0.1,300,0.0,0.05,false,45123,21,23.373354372058465,19136,2636
30,1740,0.1,300,0.0,0.05,false,45123,31,23.37335213038618,608856,1253
30,1740,0.1,300,0.0,0.05,false,51234,11,23.27106290055793,12774,43
30,1740,0.1,300,0.0,0.05,false,51234,21,23.27106290189322,32562,2922
30,1740,0.1,300,0.0,0.05,false,51234,31,23.271062022221535,606876,1432
30,1740,0.1,300,0.0,0.1,false,23451,31,25.287313943833812,603586,1476
30,1740,0.1,300,0.0,0.1,false,34512,31,25.22723330689289,613623,1489
30,1740,0.1,300,0.0,0.1,false,45123,11,25.268536347718182,9023,19
30,1740,0.1,300,0.0,0.1,false,45123,21,25.26853634766246,29027,3349
30,1740,0.1,300,0.0,0.1,false,45123,31,25.268535307619413,609938,1590
30,1740,0.1,300,0.0,0.1,false,51234,11,24.97181178350459,19466,42
30,1740,0.1,300,0.0,0.1,false,51234,21,24.971811782604224,46653,3066
30,1740,0.1,300,0.0,0.1,false,51234,31,24.971811205226956,603788,1572
30,1740,0.1,300,0.0,0.5,false,12345,31,28.630983343746085,641594,2147
30,1740,0.1,300,0.0,0.5,false,23451,31,28.188421572859166,599134,2155
30,1740,0.1,300,0.0,0.5,false,34512,31,29.7169836894175,610164,2002
30,1740,0.1,300,0.0,0.5,false,45123,31,28.965570537475564,603559,2262
30,1740,0.1,300,0.1,0.05,false,12345,11,23.36092412646129,42651,19
30,1740,0.1,300,0.1,0.05,false,12345,21,23.36092412643261,107741,2804
30,1740,0.1,300,0.1,0.05,false,12345,31,23.36092313592776,606809,1208
30,1740,0.1,300,0.1,0.05,false,23451,11,24.008564916858724,43580,20
30,1740,0.1,300,0.1,0.05,false,23451,21,24.008564916858056,113230,3234
30,1740,0.1,300,0.1,0.05,false,23451,31,24.00856443053832,603243,1202
30,1740,0.1,300,0.1,0.05,false,34512,11,23.116557547605463,45745,21
30,1740,0.1,300,0.1,0.05,false,34512,21,23.11655754807846,117791,2990
30,1740,0.1,300,0.1,0.05,false,34512,31,23.1165573560149,610689,1384
30,1740,0.1,300,0.1,0.05,false,45123,11,23.37412090565885,36729,16
30,1740,0.1,300,0.1,0.05,false,45123,21,23.374120903353308,131426,2685
30,1740,0.1,300,0.1,0.05,false,45123,31,23.374118682000216,595328,1245
30,1740,0.1,300,0.1,0.05,false,51234,11,23.271746272692663,39930,18
30,1740,0.1,300,0.1,0.05,false,51234,21,23.271746276764077,105878,3050
30,1740,0.1,300,0.1,0.05,false,51234,31,23.271745782761993,608002,1423
30,1740,0.1,300,0.1,0.1,false,12345,11,25.272134478499208,45122,20
30,1740,0.1,300,0.1,0.1,false,12345,21,25.272134426491014,113838,3355
30,1740,0.1,300,0.1,0.1,false,12345,31,25.272133876576312,606678,1601
30,1740,0.1,300,0.1,0.1,false,23451,11,25.28784939620194,49197,22
30,1740,0.1,300,0.1,0.1,false,23451,21,25.287849393677106,121124,3054
30,1740,0.1,300,0.1,0.1,false,23451,31,25.287847547026523,605040,1512
30,1740,0.1,300,0.1,0.1,false,34512,11,25.22769679616646,45502,20
30,1740,0.1,300,0.1,0.1,false,34512,21,25.227696796293053,111241,3040
30,1740,0.1,300,0.1,0.1,false,34512,31,25.227696609499134,610255,1495
30,1740,0.1,300,0.1,0.1,false,45123,11,25.269132240573786,42853,20
30,1740,0.1,300,0.1,0.1,false,45123,21,25.26913224031196,115991,3494
30,1740,0.1,300,0.1,0.1,false,45123,31,25.26913153787916,609113,1590
30,1740,0.1,300,0.1,0.1,false,51234,11,24.972349052561107,48653,22
30,1740,0.1,300,0.1,0.1,false,51234,21,24.972349051603615,122162,3167
30,1740,0.1,300,0.1,0.1,false,51234,31,24.97234836638216,616635,1593
30,1740,0.1,300,0.1,0.5,false,12345,11,28.631435735684818,72079,35
30,1740,0.1,300,0.1,0.5,false,12345,21,28.631435711367082,160296,3027
30,1740,0.1,300,0.1,0.5,false,12345,31,28.631434916371646,606932,2138
30,1740,0.1,300,0.1,0.5,false,23451,11,28.18889662113811,54447,26
30,1740,0.1,300,0.1,0.5,false,23451,21,28.188896621564627,126839,3259
30,1740,0.1,300,0.1,0.5,false,23451,31,28.1888959025839,610678,2148
30,1740,0.1,300,0.1,0.5,false,34512,11,29.717300868241523,50395,23
30,1740,0.1,300,0.1,0.5,false,34512,21,29.71730086728029,120762,3474
30,1740,0.1,300,0.1,0.5,false,34512,31,29.71729851266815,601848,1974
30,1740,0.1,300,0.1,0.5,false,45123,11,28.96594645246164,48773,22
30,1740,0.1,300,0.1,0.5,false,45123,21,28.965946452443784,115674,3311
30,1740,0.1,300,0.1,0.5,false,45123,31,28.965945943398623,610467,2274
30,1740,0.1,300,0.1,0.5,false,51234,11,29.600402336710445,68409,33
30,1740,0.1,300,0.1,0.5,false,51234,21,29.60040233279517,154078,3299
30,1740,0.1,300,0.1,0.5,false,51234,31,29.600400817270373,608396,2235
30,1740,0.1,300,0.1,1.0,false,12345,11,31.575188783386697,48746,22
30,1740,0.1,300,0.1,1.0,false,12345,21,31.575188783763302,119385,3632
30,1740,0.1,300,0.1,1.0,false,12345,31,31.57518812968527,612522,2393
30,1740,0.1,300,0.1,1.0,false,23451,11,30.26539731329838,67439,33
30,1740,0.1,300,0.1,1.0,false,23451,21,30.26539733651478,155647,3407
30,1740,0.1,300,0.1,1.0,false,23451,31,30.26539568583078,614019,2327
30,1740,0.1,300,0.1,1.0,false,34512,11,30.844856954285763,71229,35
30,1740,0.1,300,0.1,1.0,false,34512,21,30.84485703877581,161253,3392
30,1740,0.1,300,0.1,1.0,false,34512,31,30.84485610742606,614451,2320
30,1740,0.1,300,0.1,1.0,false,45123,11,30.689145220362086,65172,31
30,1740,0.1,300,0.1,1.0,false,45123,21,30.689145213651262,146025,3337
30,1740,0.1,300,0.1,1.0,false,45123,31,30.689143741109927,606094,2300
30,1740,0.1,300,0.1,1.0,false,51234,11,30.51478855816489,48635,22
30,1740,0.1,300,0.1,1.0,false,51234,21,30.51478855802505,116802,3327
30,1740,0.1,300,0.1,1.0,false,51234,31,30.51478827122237,651676,2344
