Size,Variables,Beta,Rank,Diagonal,Density,Positive,Seed,Method,Sol,Time,Iterations 
30,1740,0.1,100,0.5,0.05,false,51234,21,19.39057482687201,109444,1648
30,1740,0.1,100,0.5,0.05,false,51234,31,19.390574850853135,56478,1002
30,1740,0.1,100,0.5,0.1,false,12345,11,18.810846573895095,45102,22
30,1740,0.1,100,0.5,0.1,false,12345,21,18.810846583693714,105895,1709
30,1740,0.1,100,0.5,0.1,false,12345,31,18.810844491471144,58689,1029
30,1740,0.1,100,0.5,0.1,false,23451,11,20.04657236517038,50005,24
30,1740,0.1,100,0.5,0.1,false,23451,21,20.046574152214127,161509,1965
30,1740,0.1,100,0.5,0.1,false,23451,31,20.046571962083856,56619,1064
30,1740,0.1,100,0.5,0.1,false,34512,11,19.002391730518312,43664,20
30,1740,0.1,100,0.5,0.1,false,34512,21,19.00239114174766,146602,1766
30,1740,0.1,100,0.5,0.1,false,34512,31,19.00239042470269,57808,1038
30,1740,0.1,100,0.5,0.1,false,45123,11,20.30156717343816,46651,22
30,1740,0.1,100,0.5,0.1,false,45123,21,20.30156718298443,109655,1794
30,1740,0.1,100,0.5,0.1,false,45123,31,20.301566545159325,64871,1059
30,1740,0.1,100,0.5,0.1,false,51234,11,19.396412274895138,38400,17
30,1740,0.1,100,0.5,0.1,false,51234,21,19.39641221810416,95820,2033
30,1740,0.1,100,0.5,0.1,false,51234,31,19.396410484007845,59642,1129
30,1740,0.1,100,0.5,0.5,false,12345,11,19.569219890631153,72112,36
30,1740,0.1,100,0.5,0.5,false,12345,21,19.56921991214827,152440,1782
30,1740,0.1,100,0.5,0.5,false,12345,31,19.569219726655962,69600,1725
30,1740,0.1,100,0.5,0.5,false,23451,11,21.009370644056045,75081,38
30,1740,0.1,100,0.5,0.5,false,23451,21,21.009371039638395,158201,2073
30,1740,0.1,100,0.5,0.5,false,23451,31,21.009370222622426,71210,1630
30,1740,0.1,100,0.5,0.5,false,34512,11,19.619367510731763,41753,19
30,1740,0.1,100,0.5,0.5,false,34512,21,19.619366587883093,138752,1827
30,1740,0.1,100,0.5,0.5,false,34512,31,19.619365587352643,66029,1733
30,1740,0.1,100,0.5,0.5,false,45123,11,21.81981448368589,64557,32
30,1740,0.1,100,0.5,0.5,false,45123,21,21.81981448313448,140360,1922
30,1740,0.1,100,0.5,0.5,false,45123,31,21.819813296275193,72640,1631
30,1740,0.1,100,0.5,0.5,false,51234,11,20.94758983519616,92128,46
30,1740,0.1,100,0.5,0.5,false,51234,21,20.94758983471104,198684,2372
30,1740,0.1,100,0.5,0.5,false,51234,31,20.947589308369476,62120,1861
30,1740,0.1,100,0.5,1.0,false,12345,11,20.27549016394856,36900,16
30,1740,0.1,100,0.5,1.0,false,12345,21,20.27549016272453,88279,2044
30,1740,0.1,100,0.5,1.0,false,12345,31,20.27549046212606,73282,2084
30,1740,0.1,100,0.5,1.0,false,23451,11,21.951499954172437,67661,35
30,1740,0.1,100,0.5,1.0,false,23451,21,21.951500404879805,150342,2419
30,1740,0.1,100,0.5,1.0,false,23451,31,21.951499468733395,68854,1852
30,1740,0.1,100,0.5,1.0,false,34512,11,20.395566772155725,55897,28
30,1740,0.1,100,0.5,1.0,false,34512,21,20.395567223862393,125627,2038
30,1740,0.1,100,0.5,1.0,false,34512,31,20.39556631459583,65812,2051
30,1740,0.1,100,0.5,1.0,false,45123,11,22.822012444911422,64251,32
30,1740,0.1,100,0.5,1.0,false,45123,21,22.822012446822026,139874,2097
30,1740,0.1,100,0.5,1.0,false,45123,31,22.82201023186804,73533,1925
30,1740,0.1,100,0.5,1.0,false,51234,11,21.53251128800772,61857,31
30,1740,0.1,100,0.5,1.0,false,51234,21,21.532511250279967,137259,2137
30,1740,0.1,100,0.5,1.0,false,51234,31,21.532511246404415,69489,2089
30,1740,0.1,100,1.0,0.05,false,12345,11,17.870476820326356,46653,22
30,1740,0.1,100,1.0,0.05,false,12345,21,17.870476317468807,109025,1537
30,1740,0.1,100,1.0,0.05,false,12345,31,17.870475414419083,59629,949
30,1740,0.1,100,1.0,0.05,false,23451,11,19.454938952445595,40859,19
30,1740,0.1,100,1.0,0.05,false,23451,21,19.4549389492254,97773,1626
30,1740,0.1,100,1.0,0.05,false,23451,31,19.454938732770902,58220,843
30,1740,0.1,100,1.0,0.05,false,34512,11,18.249236716378103,55218,27
30,1740,0.1,100,1.0,0.05,false,34512,21,18.24923636214738,125346,1455
30,1740,0.1,100,1.0,0.05,false,34512,31,18.249235843348877,60445,948
30,1740,0.1,100,1.0,0.05,false,45123,11,19.026061771733755,48025,27
30,1740,0.1,100,1.0,0.05,false,45123,21,19.02606015152032,110025,1406
30,1740,0.1,100,1.0,0.05,false,45123,31,19.026059529516477,59671,921
30,1740,0.1,100,1.0,0.05,false,51234,11,19.402694626389856,69140,36
30,1740,0.1,100,1.0,0.05,false,51234,21,19.402694872844904,147759,1593
30,1740,0.1,100,1.0,0.05,false,51234,31,19.402694272392058,57446,978
30,1740,0.1,100,1.0,0.1,false,12345,11,18.82082069141966,38971,18
30,1740,0.1,100,1.0,0.1,false,12345,21,18.820820691682208,94026,1676
30,1740,0.1,100,1.0,0.1,false,12345,31,18.82082070032024,58167,1026
30,1740,0.1,100,1.0,0.1,false,23451,11,20.056296039619507,40081,18
30,1740,0.1,100,1.0,0.1,false,23451,21,20.05629605194707,137160,1972
30,1740,0.1,100,1.0,0.1,false,23451,31,20.056294106134807,55694,1046
30,1740,0.1,100,1.0,0.1,false,34512,11,19.012112323342684,38139,17
30,1740,0.1,100,1.0,0.1,false,34512,21,19.012112324347136,94248,1778
30,1740,0.1,100,1.0,0.1,false,34512,31,19.012112302504896,58437,1039
30,1740,0.1,100,1.0,0.1,false,45123,11,20.309528345789424,54286,27
30,1740,0.1,100,1.0,0.1,false,45123,21,20.309528298312657,125865,1899
30,1740,0.1,100,1.0,0.1,false,45123,31,20.309526496618254,61638,1064
30,1740,0.1,100,1.0,0.1,false,51234,11,19.408562980324355,66388,34
30,1740,0.1,100,1.0,0.1,false,51234,21,19.40856291538126,216785,2122
30,1740,0.1,100,1.0,0.1,false,51234,31,19.40856247829803,56252,1104
30,1740,0.1,100,1.0,0.5,false,12345,11,19.586182066012192,59358,30
30,1740,0.1,100,1.0,0.5,false,12345,21,19.586182108633594,130811,1814
30,1740,0.1,100,1.0,0.5,false,12345,31,19.58618249072214,72051,1735
30,1740,0.1,100,1.0,0.5,false,23451,11,21.023288968070325,71623,37
30,1740,0.1,100,1.0,0.5,false,23451,21,21.02328890663326,223786,2110
30,1740,0.1,100,1.0,0.5,false,23451,31,21.023287437998018,69360,1672
30,1740,0.1,100,1.0,0.5,false,34512,11,19.63573294383635,57496,29
30,1740,0.1,100,1.0,0.5,false,34512,21,19.635732898961496,129491,1821
30,1740,0.1,100,1.0,0.5,false,34512,31,19.63573240842533,66827,1649
30,1740,0.1,100,1.0,0.5,false,45123,11,21.828191340736456,38182,17
30,1740,0.1,100,1.0,0.5,false,45123,21,21.828191343804498,89283,1893
30,1740,0.1,100,1.0,0.5,false,45123,31,21.8281908943583,70442,1625
30,1740,0.1,100,1.0,0.5,false,51234,11,20.9592272068587,93896,47
30,1740,0.1,100,1.0,0.5,false,51234,21,20.95922720618762,203406,2443
30,1740,0.1,100,1.0,0.5,false,51234,31,20.959226700305233,59399,1777
30,1740,0.1,100,1.0,1.0,false,12345,11,20.288417168967737,77618,41
30,1740,0.1,100,1.0,1.0,false,12345,21,20.28841537838431,169347,2038
30,1740,0.1,100,1.0,1.0,false,12345,31,20.28841589281362,73824,2015
30,1740,0.1,100,1.0,1.0,false,23451,11,21.963696985023397,67631,35
30,1740,0.1,100,1.0,1.0,false,23451,21,21.963696975188448,151673,2253
30,1740,0.1,100,1.0,1.0,false,23451,31,21.96369609815052,69693,1870
30,1740,0.1,100,1.0,1.0,false,34512,11,20.408839171920444,57956,29
30,1740,0.1,100,1.0,1.0,false,34512,21,20.408837299387912,133435,2132
30,1740,0.1,100,1.0,1.0,false,34512,31,20.40883754423854,65348,2001
30,1740,0.1,100,1.0,1.0,false,45123,11,22.830818753922276,61119,31
30,1740,0.1,100,1.0,1.0,false,45123,21,22.830818636737504,194478,2041
30,1740,0.1,100,1.0,1.0,false,45123,31,22.830818575677874,72399,1908
30,1740,0.1,100,1.0,1.0,false,51234,11,21.54787019403786,61618,31
30,1740,0.1,100,1.0,1.0,false,51234,21,21.54787213404005,137758,2164
30,1740,0.1,100,1.0,1.0,false,51234,31,21.547868911717142,64565,2121
30,1740,0.1,100,2.0,0.05,false,12345,11,17.896863421714198,63949,32
30,1740,0.1,100,2.0,0.05,false,12345,21,17.89686337323843,141950,1480
30,1740,0.1,100,2.0,0.05,false,12345,31,17.89686255830098,61144,944
30,1740,0.1,100,2.0,0.05,false,23451,11,19.478175810877847,74011,38
30,1740,0.1,100,2.0,0.05,false,23451,21,19.47817581092152,334253,1592
30,1740,0.1,100,2.0,0.05,false,23451,31,19.47817369437164,88725,829
30,1740,0.1,100,2.0,0.05,false,34512,11,18.27117673975427,96468,29
30,1740,0.1,100,2.0,0.05,false,34512,21,18.271176379078906,199021,1437
30,1740,0.1,100,2.0,0.05,false,34512,31,18.271176481707855,105320,943
30,1740,0.1,100,2.0,0.05,false,45123,11,19.04854165488574,53051,16
30,1740,0.1,100,2.0,0.05,false,45123,21,19.048541654892226,148743,1451
30,1740,0.1,100,2.0,0.05,false,45123,31,19.048541005032327,63859,919
30,1740,0.1,100,2.0,0.05,false,51234,11,19.426545713126508,57066,25
30,1740,0.1,100,2.0,0.05,false,51234,21,19.426546403887027,147093,1643
30,1740,0.1,100,2.0,0.05,false,51234,31,19.426544888169747,95215,985
30,1740,0.1,100,2.0,0.1,false,12345,11,18.84056213946828,107855,37
30,1740,0.1,100,2.0,0.1,false,12345,21,18.84056100193726,318181,1680
30,1740,0.1,100,2.0,0.1,false,12345,31,18.840560892665284,90253,1028
30,1740,0.1,100,2.0,0.1,false,23451,11,20.07545019675478,66675,21
30,1740,0.1,100,2.0,0.1,false,23451,21,20.075450486002953,139043,1988
30,1740,0.1,100,2.0,0.1,false,23451,31,20.07544893473321,59284,1047
30,1740,0.1,100,2.0,0.1,false,34512,11,19.031338709925276,57377,16
30,1740,0.1,100,2.0,0.1,false,34512,21,19.031338709915566,99219,1665
30,1740,0.1,100,2.0,0.1,false,34512,31,19.03133746292562,69745,1034
30,1740,0.1,100,2.0,0.1,false,45123,11,20.325292816255182,50956,22
30,1740,0.1,100,2.0,0.1,false,45123,21,20.32529288571055,172519,1875
30,1740,0.1,100,2.0,0.1,false,45123,31,20.325290863053453,65679,1055
30,1740,0.1,100,2.0,0.1,false,51234,11,19.432387161035734,50626,21
30,1740,0.1,100,2.0,0.1,false,51234,21,19.432387406961258,139206,2085
30,1740,0.1,100,2.0,0.1,false,51234,31,19.43238685492639,72504,1096
30,1740,0.1,100,2.0,0.5,false,12345,11,19.61758383419326,69783,31
30,1740,0.1,100,2.0,0.5,false,12345,21,19.617583701594576,232830,1823
30,1740,0.1,100,2.0,0.5,false,12345,31,19.61758365887426,107493,1721
30,1740,0.1,100,2.0,0.5,false,23451,11,21.04992009142844,93702,41
30,1740,0.1,100,2.0,0.5,false,23451,21,21.049919434568828,301476,2151
30,1740,0.1,100,2.0,0.5,false,23451,31,21.049918487856722,91601,1552
30,1740,0.1,100,2.0,0.5,false,34512,11,19.666619574041498,96195,35
30,1740,0.1,100,2.0,0.5,false,34512,21,19.666619574374735,219649,1858
30,1740,0.1,100,2.0,0.5,false,34512,31,19.6666198540335,94650,1673
30,1740,0.1,100,2.0,0.5,false,45123,11,21.844637573477335,92602,33
30,1740,0.1,100,2.0,0.5,false,45123,21,21.844637573909566,206293,1937
30,1740,0.1,100,2.0,0.5,false,45123,31,21.844637059316614,107375,1591
30,1740,0.1,100,2.0,0.5,false,51234,11,20.982086619855316,98092,45
30,1740,0.1,100,2.0,0.5,false,51234,21,20.98208661828595,225120,2380
30,1740,0.1,100,2.0,0.5,false,51234,31,20.982085210946988,67388,1703
30,1740,0.1,100,2.0,1.0,false,12345,11,20.312814478928054,93391,44
30,1740,0.1,100,2.0,1.0,false,12345,21,20.31281447901293,200125,1982
30,1740,0.1,100,2.0,1.0,false,12345,31,20.31281343567828,82307,2014
30,1740,0.1,100,2.0,1.0,false,23451,11,21.987219512249375,80965,38
30,1740,0.1,100,2.0,1.0,false,23451,21,21.98721951207027,183376,2333
30,1740,0.1,100,2.0,1.0,false,23451,31,21.98721811918128,78034,1855
30,1740,0.1,100,2.0,1.0,false,34512,11,20.43434450361014,63638,28
30,1740,0.1,100,2.0,1.0,false,34512,21,20.43434450335882,143631,2042
30,1740,0.1,100,2.0,1.0,false,34512,31,20.434343639265848,70529,1920
30,1740,0.1,100,2.0,1.0,false,45123,11,22.848093194355357,105188,36
30,1740,0.1,100,2.0,1.0,false,45123,21,22.84809319650089,235314,2028
30,1740,0.1,100,2.0,1.0,false,45123,31,22.84809134964027,90938,1951
30,1740,0.1,100,2.0,1.0,false,51234,11,21.577148772380017,91858,32
30,1740,0.1,100,2.0,1.0,false,51234,21,21.577148772446854,214590,2137
30,1740,0.1,100,2.0,1.0,false,51234,31,21.57714796721869,100953,2001
30,1740,0.1,200,0.0,0.05,false,12345,11,21.46726779592853,5782,21
30,1740,0.1,200,0.0,0.05,false,12345,21,21.467267794194555,15926,2101
30,1740,0.1,200,0.0,0.05,false,12345,31,21.46726637827923,343459,1051
30,1740,0.1,200,0.0,0.05,false,34512,11,19.53577428685198,5091,19
30,1740,0.1,200,0.0,0.05,false,34512,21,19.535774285766124,11014,2036
30,1740,0.1,200,0.0,0.05,false,34512,31,19.535774255389022,243091,1112
30,1740,0.1,200,0.0,0.05,false,45123,11,19.490792702839933,5142,32
30,1740,0.1,200,0.0,0.05,false,45123,21,19.49079269889306,12743,2005
30,1740,0.1,200,0.0,0.05,false,45123,31,19.49079084051817,236151,1095
30,1740,0.1,200,0.0,0.05,false,51234,11,19.458439019321588,3662,21
30,1740,0.1,200,0.0,0.05,false,51234,21,19.458438897373373,10042,2133
30,1740,0.1,200,0.0,0.05,false,51234,31,19.45843705797961,245819,1020
30,1740,0.1,200,0.0,0.1,false,12345,11,22.522224995034,4882,19
30,1740,0.1,200,0.0,0.1,false,12345,21,22.52222498448029,18537,2500
30,1740,0.1,200,0.0,0.1,false,12345,31,22.522224196111363,248911,1307
30,1740,0.1,200,0.0,0.1,false,23451,11,21.487452615639526,9093,40
30,1740,0.1,200,0.0,0.1,false,23451,21,21.48745278473657,20995,2433
30,1740,0.1,200,0.0,0.1,false,23451,31,21.487451621258458,246759,1367
30,1740,0.1,200,0.0,0.1,false,34512,11,21.202982798583108,5501,25
30,1740,0.1,200,0.0,0.1,false,34512,21,21.202982710143047,15275,2393
30,1740,0.1,200,0.0,0.1,false,34512,31,21.202980703929885,250592,1218
30,1740,0.1,200,0.0,0.1,false,45123,11,20.810697692717174,6321,27
30,1740,0.1,200,0.0,0.1,false,45123,21,20.810697664790524,22782,2448
30,1740,0.1,200,0.0,0.1,false,45123,31,20.810696129629488,242323,1288
30,1740,0.1,200,0.0,0.5,false,12345,31,25.075571451458405,257560,1955
30,1740,0.1,200,0.0,0.5,false,23451,31,24.453595665431962,253416,2052
30,1740,0.1,200,0.0,0.5,false,34512,31,23.769446569567833,258523,2024
30,1740,0.1,200,0.0,0.5,false,45123,31,24.30202449838591,259137,1927
30,1740,0.1,200,0.0,0.5,false,51234,31,23.940182445460245,257365,1922
30,1740,0.1,200,0.0,1.0,false,23451,31,26.27503570497283,249612,2315
30,1740,0.1,200,0.1,0.05,false,12345,11,21.468175972294343,51933,25
30,1740,0.1,200,0.1,0.05,false,12345,21,21.468175720953084,172540,2176
30,1740,0.1,200,0.1,0.05,false,12345,31,21.46817552054404,246397,1044
30,1740,0.1,200,0.1,0.05,false,23451,11,21.619310442197587,56236,28
30,1740,0.1,200,0.1,0.05,false,23451,21,21.619310424514957,133865,2415
30,1740,0.1,200,0.1,0.05,false,23451,31,21.619309414069264,240259,1167
30,1740,0.1,200,0.1,0.05,false,34512,11,19.53708142781388,38521,17
30,1740,0.1,200,0.1,0.05,false,34512,21,19.537081430268888,93389,1887
30,1740,0.1,200,0.1,0.05,false,34512,31,19.53708043722173,250183,1108
30,1740,0.1,200,0.1,0.05,false,45123,11,19.491959901916402,41803,19
30,1740,0.1,200,0.1,0.05,false,45123,21,19.49195969889483,102147,2048
30,1740,0.1,200,0.1,0.05,false,45123,31,19.491958783977083,238941,1078
30,1740,0.1,200,0.1,0.05,false,51234,11,19.45967377018411,41693,19
30,1740,0.1,200,0.1,0.05,false,51234,21,19.459673946339542,102589,2098
30,1740,0.1,200,0.1,0.05,false,51234,31,19.459671625826296,242868,1016
30,1740,0.1,200,0.1,0.1,false,12345,11,22.523132268660547,40090,18
30,1740,0.1,200,0.1,0.1,false,12345,21,22.52313233537176,142487,2637
30,1740,0.1,200,0.1,0.1,false,12345,31,22.523129624174643,244771,1333
30,1740,0.1,200,0.1,0.1,false,23451,11,21.488534929399723,53215,26
30,1740,0.1,200,0.1,0.1,false,23451,21,21.488534960812977,129523,2625
30,1740,0.1,200,0.1,0.1,false,23451,31,21.488533058452347,242709,1369
30,1740,0.1,200,0.1,0.1,false,34512,11,21.203794621131344,49867,24
30,1740,0.1,200,0.1,0.1,false,34512,21,21.203794674616443,170708,2459
30,1740,0.1,200,0.1,0.1,false,34512,31,21.20379407568732,247261,1219
30,1740,0.1,200,0.1,0.1,false,45123,11,20.811566060017043,43055,20
30,1740,0.1,200,0.1,0.1,false,45123,21,20.81156605990525,151697,2490
30,1740,0.1,200,0.1,0.1,false,45123,31,20.811565350843136,247735,1291
30,1740,0.1,200,0.1,0.1,false,51234,11,20.714129254978495,71934,37
30,1740,0.1,200,0.1,0.1,false,51234,21,20.714129257506254,165441,2473
30,1740,0.1,200,0.1,0.1,false,51234,31,20.71412663612928,246198,1237
30,1740,0.1,200,0.1,0.5,false,12345,11,25.076385500450993,46963,21
30,1740,0.1,200,0.1,0.5,false,12345,21,25.0763855005392,109666,2491
30,1740,0.1,200,0.1,0.5,false,12345,31,25.076385297424725,247366,1937
30,1740,0.1,200,0.1,0.5,false,23451,11,24.454392158394832,86417,44
30,1740,0.1,200,0.1,0.5,false,23451,21,24.45439215040521,187560,2550
30,1740,0.1,200,0.1,0.5,false,23451,31,24.45439049129751,251503,2145
30,1740,0.1,200,0.1,0.5,false,34512,11,23.770231132754375,74402,37
30,1740,0.1,200,0.1,0.5,false,34512,21,23.770231140736033,165119,2508
30,1740,0.1,200,0.1,0.5,false,34512,31,23.770229002090254,251945,2039
30,1740,0.1,200,0.1,0.5,false,45123,11,24.30268053898253,70601,34
30,1740,0.1,200,0.1,0.5,false,45123,21,24.30268053774667,154749,2815
30,1740,0.1,200,0.1,0.5,false,45123,31,24.302677860772338,255289,1957
