Size,Variables,Beta,Seed,Q,Abs,Method,Sol,Time,Iterations 
30,1740,5.0,23451,-1,false,6,27.106335125027343,160,1095
30,1740,5.0,23451,-1,false,8,27.10609276535842,450,3003
30,1740,5.0,23451,-1,true,0,27.10605327036386,110,15
30,1740,5.0,23451,-1,true,2,27.106053012872316,230,20
30,1740,5.0,23451,-1,true,4,27.1060533594448,920,2721
30,1740,5.0,23451,-1,true,6,27.106335125027343,190,1095
30,1740,5.0,23451,-1,true,8,27.10609276535842,430,3003
30,1740,5.0,34512,-5,false,0,1245.3728378232865,74047,41
30,1740,5.0,34512,-5,false,2,1245.372828347185,91757,24
30,1740,5.0,34512,-5,false,4,1245.3728493837373,228351,904
30,1740,5.0,34512,-5,false,6,1245.3729229997284,1000,967
30,1740,5.0,34512,-5,false,8,1245.3729720623041,5252,3015
30,1740,5.0,34512,-5,true,0,1247.5557335729934,72913,41
30,1740,5.0,34512,-5,true,2,1247.555711372795,92369,24
30,1740,5.0,34512,-5,true,4,1247.555739323448,235723,1020
30,1740,5.0,34512,-5,true,6,1247.5557999842088,1010,973
30,1740,5.0,34512,-5,true,8,1247.555808833853,4921,3016
30,1740,5.0,34512,-4,false,0,6208.663620063314,75653,28
30,1740,5.0,34512,-4,false,2,6208.66349242928,202683,39
30,1740,5.0,34512,-4,false,4,6208.663600857539,80984,900
30,1740,5.0,34512,-4,false,6,6208.663501626934,1790,883
30,1740,5.0,34512,-4,false,8,6208.666257035401,28100,3098
30,1740,5.0,34512,-4,true,0,6213.57336917229,112231,44
30,1740,5.0,34512,-4,true,2,6213.573128583042,146545,27
30,1740,5.0,34512,-4,true,4,6213.573218435268,120867,902
30,1740,5.0,34512,-4,true,6,6213.573135321368,1710,881
30,1740,5.0,34512,-4,true,8,6213.576107180448,28500,3137
30,1740,5.0,34512,-3,false,0,21958.18802866457,81517,28
30,1740,5.0,34512,-3,false,2,21958.18672987309,169470,30
30,1740,5.0,34512,-3,false,4,21958.188160882717,84834,581
30,1740,5.0,34512,-3,false,6,21958.18672585469,4417,745
30,1740,5.0,34512,-3,false,8,21959.506526384605,32517,3208
30,1740,5.0,34512,-3,true,0,21967.905512548194,81587,28
30,1740,5.0,34512,-3,true,2,21967.904847256203,170029,30
30,1740,5.0,34512,-3,true,4,21967.905637870852,83829,578
30,1740,5.0,34512,-3,true,6,21967.904837766924,4377,745
30,1740,5.0,34512,-3,true,8,21969.111726180734,33166,3312
30,1740,5.0,34512,-2,false,0,49995.83465749764,73936,36
30,1740,5.0,34512,-2,false,2,49995.83356125753,146198,37
30,1740,5.0,34512,-2,false,4,49995.836704059104,75182,647
30,1740,5.0,34512,-2,false,6,49995.83355195397,7588,810
30,1740,5.0,34512,-2,false,8,49995.861099941445,35311,3308
30,1740,5.0,34512,-2,true,0,50009.673880339564,57910,27
30,1740,5.0,34512,-2,true,2,50009.670736706204,144037,36
30,1740,5.0,34512,-2,true,4,50009.67231645336,62439,647
30,1740,5.0,34512,-2,true,6,50009.67071816026,7797,810
30,1740,5.0,34512,-2,true,8,50009.697436459996,33828,3284
30,1740,5.0,34512,-1,false,0,25.368009085458894,100,15
30,1740,5.0,34512,-1,false,2,25.36800864330827,210,16
30,1740,5.0,34512,-1,false,4,25.368009082889618,1060,3208
30,1740,5.0,34512,-1,false,6,25.370563962405818,180,1277
30,1740,5.0,34512,-1,false,8,25.368025768909305,450,3113
30,1740,5.0,34512,-1,true,0,25.368009085458894,110,15
30,1740,5.0,34512,-1,true,2,25.36800864330827,180,16
30,1740,5.0,34512,-1,true,4,25.368009082889618,1041,3208
30,1740,5.0,34512,-1,true,6,25.370563962405818,160,1277
30,1740,5.0,34512,-1,true,8,25.368025768909305,470,3113
30,1740,5.0,45123,-5,false,0,1189.1238230524289,68762,35
30,1740,5.0,45123,-5,false,2,1189.123802271336,98509,25
30,1740,5.0,45123,-5,false,4,1189.1238327003025,214364,945
30,1740,5.0,45123,-5,false,6,1189.1239204575893,900,702
30,1740,5.0,45123,-5,false,8,1189.1240987039298,5592,2729
30,1740,5.0,45123,-5,true,0,1190.8473349125081,57695,29
30,1740,5.0,45123,-5,true,2,1190.8472910017827,113003,30
30,1740,5.0,45123,-5,true,4,1190.84731854938,186395,952
30,1740,5.0,45123,-5,true,6,1190.8473863382687,880,704
30,1740,5.0,45123,-5,true,8,1190.847527489372,5051,2703
30,1740,5.0,45123,-4,false,0,5438.33600031553,79311,30
30,1740,5.0,45123,-4,false,2,5438.335745236349,211257,41
30,1740,5.0,45123,-4,false,4,5438.335798537975,85966,685
30,1740,5.0,45123,-4,false,6,5438.33574336073,1410,704
30,1740,5.0,45123,-4,false,8,5438.34513313157,26360,2965
30,1740,5.0,45123,-4,true,0,5442.4115455101655,67923,24
30,1740,5.0,45123,-4,true,2,5442.411506957851,189822,36
30,1740,5.0,45123,-4,true,4,5442.41160657904,70813,679
30,1740,5.0,45123,-4,true,6,5442.411503836323,1430,702
30,1740,5.0,45123,-4,true,8,5442.418515088713,24600,2978
30,1740,5.0,45123,-3,false,0,26339.254234033735,83357,28
30,1740,5.0,45123,-3,false,2,26339.253585026516,189230,32
30,1740,5.0,45123,-3,false,4,26339.25460886319,86007,698
30,1740,5.0,45123,-3,false,6,26339.253577399744,4507,776
30,1740,5.0,45123,-3,false,8,26339.28688048716,26866,3118
30,1740,5.0,45123,-3,true,0,26349.73688259148,75524,25
30,1740,5.0,45123,-3,true,2,26349.736484729576,173867,30
30,1740,5.0,45123,-3,true,4,26349.73700239908,77955,703
30,1740,5.0,45123,-3,true,6,26349.73647449019,4489,776
30,1740,5.0,45123,-3,true,8,26349.767137173127,29278,3130
30,1740,5.0,45123,-2,false,0,58727.7635303267,42894,19
30,1740,5.0,45123,-2,false,2,58727.76213165454,100793,24
30,1740,5.0,45123,-2,false,4,58727.76392243315,47333,719
30,1740,5.0,45123,-2,false,6,58727.76210476424,8664,730
30,1740,5.0,45123,-2,false,8,58728.00725429523,34373,3302
30,1740,5.0,45123,-2,true,0,58742.45292397407,42484,19
30,1740,5.0,45123,-2,true,2,58742.451355023324,116546,28
30,1740,5.0,45123,-2,true,4,58742.45308882679,47715,719
30,1740,5.0,45123,-2,true,6,58742.45134779397,7538,730
30,1740,5.0,45123,-2,true,8,58742.67668899683,32739,3308
30,1740,5.0,45123,-1,false,0,25.386402544250885,120,16
30,1740,5.0,45123,-1,false,2,25.386402347201766,200,16
30,1740,5.0,45123,-1,false,4,25.38640254771518,1091,3258
30,1740,5.0,45123,-1,false,6,25.389443406824974,140,1214
30,1740,5.0,45123,-1,false,8,25.386447162780698,450,3208
30,1740,5.0,45123,-1,true,0,25.386402544250885,110,16
30,1740,5.0,45123,-1,true,2,25.386402347201766,200,16
30,1740,5.0,45123,-1,true,4,25.38640254771518,1080,3258
30,1740,5.0,45123,-1,true,6,25.389443406824974,150,1214
30,1740,5.0,45123,-1,true,8,25.386447162780698,472,3208
30,1740,5.0,51234,-5,false,0,1207.2887584825362,69880,39
30,1740,5.0,51234,-5,false,2,1207.2887137025325,130837,36
30,1740,5.0,51234,-5,false,4,1207.2887641979403,221090,1070
30,1740,5.0,51234,-5,false,6,1207.288810005695,880,857
30,1740,5.0,51234,-5,false,8,1207.2888149203113,5301,2808
30,1740,5.0,51234,-5,true,0,1209.8092230187494,67354,38
30,1740,5.0,51234,-5,true,2,1209.8092083802458,88195,23
30,1740,5.0,51234,-5,true,4,1209.8092280318797,215345,1082
30,1740,5.0,51234,-5,true,6,1209.8092905823125,911,851
30,1740,5.0,51234,-5,true,8,1209.8092934636738,5132,2836
30,1740,5.0,51234,-4,false,0,5143.169048098227,89688,34
30,1740,5.0,51234,-4,false,2,5143.168914816906,192154,37
30,1740,5.0,51234,-4,false,4,5143.169041385359,284087,831
30,1740,5.0,51234,-4,false,6,5143.168916665248,1480,801
30,1740,5.0,51234,-4,false,8,5143.170071163116,29250,3126
30,1740,5.0,51234,-4,true,0,5148.973863256057,89021,35
30,1740,5.0,51234,-4,true,2,5148.973608648205,198704,38
30,1740,5.0,51234,-4,true,4,5148.973931243952,277161,821
30,1740,5.0,51234,-4,true,6,5148.973608212162,1470,799
30,1740,5.0,51234,-4,true,8,5148.974621601862,26969,3072
30,1740,5.0,51234,-3,false,0,25475.50091426293,87616,30
30,1740,5.0,51234,-3,false,2,25475.50032622753,236588,43
30,1740,5.0,51234,-3,false,4,25475.501224592463,93027,693
30,1740,5.0,51234,-3,false,6,25475.500308078896,5074,780
30,1740,5.0,51234,-3,false,8,25475.505250091526,28418,3188
30,1740,5.0,51234,-3,true,0,25486.0451985707,86090,29
30,1740,5.0,51234,-3,true,2,25486.04442776379,217253,39
30,1740,5.0,51234,-3,true,4,25486.045765170835,90998,704
30,1740,5.0,51234,-3,true,6,25486.04441978795,5865,780
30,1740,5.0,51234,-3,true,8,25486.048913976047,27805,3180
30,1740,5.0,51234,-2,false,0,57009.872963598704,58997,29
30,1740,5.0,51234,-2,false,2,57009.872093142345,115200,28
30,1740,5.0,51234,-2,false,4,57009.87355947195,60878,777
30,1740,5.0,51234,-2,false,6,57009.87206825095,7015,724
30,1740,5.0,51234,-2,false,8,57009.88863598314,34753,3292
30,1740,5.0,51234,-2,true,0,57023.26728347813,56755,28
30,1740,5.0,51234,-2,true,2,57023.26618490485,117809,29
30,1740,5.0,51234,-2,true,4,57023.26947811422,59939,778
30,1740,5.0,51234,-2,true,6,57023.26617871825,6285,724
30,1740,5.0,51234,-2,true,8,57023.28167941835,31705,3340
30,1740,5.0,51234,-1,false,0,25.572353745492748,100,15
30,1740,5.0,51234,-1,false,2,25.57235357674442,200,16
30,1740,5.0,51234,-1,false,4,25.57235377057418,1050,3154
30,1740,5.0,51234,-1,false,6,25.57401271961551,170,1149
30,1740,5.0,51234,-1,false,8,25.572362353040134,470,3119
30,1740,5.0,51234,-1,true,0,25.572353745492748,100,15
30,1740,5.0,51234,-1,true,2,25.57235357674442,220,16
30,1740,5.0,51234,-1,true,4,25.57235377057418,1042,3154
30,1740,5.0,51234,-1,true,6,25.57401271961551,190,1149
30,1740,5.0,51234,-1,true,8,25.572362353040134,460,3119
30,1740,10.0,12345,-5,false,0,1471.5017684606355,76103,41
30,1740,10.0,12345,-5,false,2,1471.5016975020096,131730,35
30,1740,10.0,12345,-5,false,4,1471.5017116151798,241365,1648
30,1740,10.0,12345,-5,false,6,1471.501745853558,1050,935
30,1740,10.0,12345,-5,false,8,1471.5090678288957,4792,2917
30,1740,10.0,12345,-5,true,0,1477.5974009874164,59827,31
30,1740,10.0,12345,-5,true,2,1477.5973541463732,84644,21
30,1740,10.0,12345,-5,true,4,1477.5974312164496,198890,1610
30,1740,10.0,12345,-5,true,6,1477.5973726294737,1032,918
30,1740,10.0,12345,-5,true,8,1477.6041988705945,4852,2843
30,1740,10.0,12345,-4,false,0,5967.920728279327,110028,44
30,1740,10.0,12345,-4,false,2,5967.920631811818,284032,56
30,1740,10.0,12345,-4,false,4,5967.9207744012665,116040,845
30,1740,10.0,12345,-4,false,6,5967.920652122511,1212,869
30,1740,10.0,12345,-4,false,8,5967.921015811498,27597,2806
30,1740,10.0,12345,-4,true,0,5977.040857688999,88838,35
30,1740,10.0,12345,-4,true,2,5977.040765066609,283805,57
30,1740,10.0,12345,-4,true,4,5977.041132611695,94251,835
30,1740,10.0,12345,-4,true,6,5977.040789463892,1240,863
30,1740,10.0,12345,-4,true,8,5977.116041380332,24430,2876
30,1740,10.0,12345,-3,false,0,26705.72509895048,84506,30
30,1740,10.0,12345,-3,false,2,26705.72460729561,231678,41
30,1740,10.0,12345,-3,false,4,26705.725976663685,91380,757
30,1740,10.0,12345,-3,false,6,26705.724609836332,5483,648
30,1740,10.0,12345,-3,false,8,26705.726884172465,27995,2870
30,1740,10.0,12345,-3,true,0,26725.693991514072,80590,27
30,1740,10.0,12345,-3,true,2,26725.693667318377,202922,36
30,1740,10.0,12345,-3,true,4,26725.694179565824,84306,764
30,1740,10.0,12345,-3,true,6,26725.693342627193,5447,648
30,1740,10.0,12345,-3,true,8,26725.695470348408,36075,2906
30,1740,10.0,12345,-2,false,0,49576.12122437233,58717,28
30,1740,10.0,12345,-2,false,2,49576.12088267673,128760,32
30,1740,10.0,12345,-2,false,4,49576.12235820254,62585,674
30,1740,10.0,12345,-2,false,6,49576.120866849116,7315,665
30,1740,10.0,12345,-2,false,8,49576.12517602056,34709,2996
30,1740,10.0,12345,-2,true,0,49602.438572861436,60072,29
30,1740,10.0,12345,-2,true,2,49602.43561839313,133790,33
30,1740,10.0,12345,-2,true,4,49602.437208153664,66578,670
30,1740,10.0,12345,-2,true,6,49602.43563303138,7922,663
30,1740,10.0,12345,-2,true,8,49602.44027792978,31470,3021
30,1740,10.0,12345,-1,false,0,32.17860612819554,100,15
30,1740,10.0,12345,-1,false,2,32.17860360519276,200,17
30,1740,10.0,12345,-1,false,4,32.17860671489265,1262,4154
30,1740,10.0,12345,-1,false,6,32.18211671741094,180,1503
30,1740,10.0,12345,-1,false,8,32.178617854996496,470,3116
30,1740,10.0,12345,-1,true,0,32.17860612819554,100,15
30,1740,10.0,12345,-1,true,2,32.17860360519276,200,17
30,1740,10.0,12345,-1,true,4,32.17860671489265,1240,4154
30,1740,10.0,12345,-1,true,6,32.18211671741094,200,1503
30,1740,10.0,12345,-1,true,8,32.178617854996496,450,3116
30,1740,10.0,23451,-5,false,0,1356.0948680805318,48767,25
30,1740,10.0,23451,-5,false,2,1356.0948217439027,115542,31
30,1740,10.0,23451,-5,false,4,1356.0948615866223,214012,1603
30,1740,10.0,23451,-5,false,6,1356.0948566401953,1080,986
30,1740,10.0,23451,-5,false,8,1356.1045434377013,5241,2832
30,1740,10.0,23451,-5,true,0,1362.8183397265177,72683,40
30,1740,10.0,23451,-5,true,2,1362.8182907643652,149141,41
30,1740,10.0,23451,-5,true,4,1362.8183789677976,242201,1604
30,1740,10.0,23451,-5,true,6,1362.8183156122823,1100,991
30,1740,10.0,23451,-5,true,8,1362.8258349514886,4672,2794
30,1740,10.0,23451,-4,false,0,6078.39833999256,90457,36
30,1740,10.0,23451,-4,false,2,6078.398035665754,189886,36
30,1740,10.0,23451,-4,false,4,6078.398182250301,300511,989
30,1740,10.0,23451,-4,false,6,6078.398084260177,1851,862
30,1740,10.0,23451,-4,false,8,6078.413760649168,25439,2958
30,1740,10.0,23451,-4,true,0,6089.7173586723575,89338,35
30,1740,10.0,23451,-4,true,2,6089.717134939762,204471,39
30,1740,10.0,23451,-4,true,4,6089.717421580602,369101,979
30,1740,10.0,23451,-4,true,6,6089.7171476968815,1823,858
30,1740,10.0,23451,-4,true,8,6089.726003052847,27599,2986
30,1740,10.0,23451,-3,false,0,30625.100643726055,89099,31
30,1740,10.0,23451,-3,false,2,30625.09970783503,255244,47
30,1740,10.0,23451,-3,false,4,30625.10155616547,96742,765
30,1740,10.0,23451,-3,false,6,30625.0996992033,6020,765
30,1740,10.0,23451,-3,false,8,30625.09974520854,28152,2979
30,1740,10.0,23451,-3,true,0,30649.799833550533,100461,35
30,1740,10.0,23451,-3,true,2,30649.79960117921,248865,46
30,1740,10.0,23451,-3,true,4,30649.801664730843,104446,752
30,1740,10.0,23451,-3,true,6,30649.79957107329,5996,764
30,1740,10.0,23451,-3,true,8,30649.799577236947,31670,2978
30,1740,10.0,23451,-2,false,0,59439.88117144955,58688,28
30,1740,10.0,23451,-2,false,2,59439.88022762975,147725,37
30,1740,10.0,23451,-2,false,4,59439.88153907419,62791,726
30,1740,10.0,23451,-2,false,6,59439.88020915918,8235,672
30,1740,10.0,23451,-2,false,8,59439.90496901852,37220,2954
30,1740,10.0,23451,-2,true,0,59467.14349742993,71283,35
30,1740,10.0,23451,-2,true,2,59467.14250515698,180517,47
30,1740,10.0,23451,-2,true,4,59467.143425987044,74571,734
30,1740,10.0,23451,-2,true,6,59467.14249173697,7983,672
30,1740,10.0,23451,-2,true,8,59467.167259817405,36561,3004
30,1740,10.0,23451,-1,false,0,33.978964788453766,100,16
30,1740,10.0,23451,-1,false,2,33.97896436563361,200,17
30,1740,10.0,23451,-1,false,4,33.978964788666076,1251,4332
30,1740,10.0,23451,-1,false,6,33.98118885286398,180,1319
30,1740,10.0,23451,-1,false,8,33.97896825436016,460,3047
30,1740,10.0,23451,-1,true,0,33.978964788453766,100,16
30,1740,10.0,23451,-1,true,2,33.97896436563361,200,17
30,1740,10.0,23451,-1,true,4,33.978964788666076,1250,4332
30,1740,10.0,23451,-1,true,6,33.98118885286398,192,1319
30,1740,10.0,23451,-1,true,8,33.97896825436016,450,3047
30,1740,10.0,34512,-5,false,0,1382.0800006525205,63769,35
30,1740,10.0,34512,-5,false,2,1382.079918332515,85407,22
30,1740,10.0,34512,-5,false,4,1382.0799858384426,205911,1507
30,1740,10.0,34512,-5,false,6,1382.079954501705,1050,1055
30,1740,10.0,34512,-5,false,8,1382.0832102214295,5212,2976
30,1740,10.0,34512,-5,true,0,1387.5062633765415,57177,31
30,1740,10.0,34512,-5,true,2,1387.5062198615005,88261,23
30,1740,10.0,34512,-5,true,4,1387.5062986907585,188242,1456
30,1740,10.0,34512,-5,true,6,1387.5067013779926,880,1059
30,1740,10.0,34512,-5,true,8,1387.5088546550828,4932,2972
30,1740,10.0,34512,-4,false,0,6546.1702666713745,96134,38
30,1740,10.0,34512,-4,false,2,6546.170006792865,210313,40
30,1740,10.0,34512,-4,false,4,6546.170421226319,406949,1194
30,1740,10.0,34512,-4,false,6,6546.17003429433,2021,931
30,1740,10.0,34512,-4,false,8,6546.177395045269,28167,2994
30,1740,10.0,34512,-4,true,0,6560.208572993347,94585,37
30,1740,10.0,34512,-4,true,2,6560.208500407658,215089,41
30,1740,10.0,34512,-4,true,4,6560.20860935621,305348,1171
30,1740,10.0,34512,-4,true,6,6560.208510007265,2071,931
30,1740,10.0,34512,-4,true,8,6560.215537015785,28448,2933
30,1740,10.0,34512,-3,false,0,23068.912151872973,158231,59
30,1740,10.0,34512,-3,false,2,23068.91183844891,349173,66
30,1740,10.0,34512,-3,false,4,23068.912224526197,161969,677
30,1740,10.0,34512,-3,false,6,23068.91190937103,6658,820
30,1740,10.0,34512,-3,false,8,23068.92368508455,34955,3103
30,1740,10.0,34512,-3,true,0,23088.617859889546,114580,41
30,1740,10.0,34512,-3,true,2,23088.616749176763,212913,38
30,1740,10.0,34512,-3,true,4,23088.61713087058,123552,687
30,1740,10.0,34512,-3,true,6,23088.61678245192,5745,818
30,1740,10.0,34512,-3,true,8,23088.62982835217,35140,3183
30,1740,10.0,34512,-2,false,0,51456.627192607106,56759,27
30,1740,10.0,34512,-2,false,2,51456.62896799392,120541,30
30,1740,10.0,34512,-2,false,4,51456.628503713466,61728,670
30,1740,10.0,34512,-2,false,6,51456.62622889128,8295,826
30,1740,10.0,34512,-2,false,8,51456.67235737917,36103,3148
30,1740,10.0,34512,-2,true,0,51484.81315100494,56537,27
30,1740,10.0,34512,-2,true,2,51484.81216657741,106796,26
30,1740,10.0,34512,-2,true,4,51484.81440830564,60250,669
30,1740,10.0,34512,-2,true,6,51484.81213060303,7916,826
30,1740,10.0,34512,-2,true,8,51484.85765632913,34607,3172
30,1740,10.0,34512,-1,false,0,32.28004069895405,110,15
30,1740,10.0,34512,-1,false,2,32.28003865792201,190,16
30,1740,10.0,34512,-1,false,4,32.280040703749506,1150,3769
30,1740,10.0,34512,-1,false,6,32.28272582866968,180,1400
30,1740,10.0,34512,-1,false,8,32.28005416337046,470,3083
30,1740,10.0,34512,-1,true,0,32.28004069895405,102,15
30,1740,10.0,34512,-1,true,2,32.28003865792201,200,16
30,1740,10.0,34512,-1,true,4,32.280040703749506,1110,3769
30,1740,10.0,34512,-1,true,6,32.28272582866968,200,1400
30,1740,10.0,34512,-1,true,8,32.28005416337046,470,3083
30,1740,10.0,45123,-5,false,0,1358.3873451431202,64630,34
30,1740,10.0,45123,-5,false,2,1358.3872625529907,127285,34
30,1740,10.0,45123,-5,false,4,1358.387328094204,209411,1443
30,1740,10.0,45123,-5,false,6,1358.3880572165385,1262,832
30,1740,10.0,45123,-5,false,8,1358.387589073243,5481,2692
30,1740,10.0,45123,-5,true,0,1363.3469167267829,69739,38
30,1740,10.0,45123,-5,true,2,1363.3469009373114,116315,31
30,1740,10.0,45123,-5,true,4,1363.3469305707463,222169,1431
30,1740,10.0,45123,-5,true,6,1363.3472218499508,1231,831
30,1740,10.0,45123,-5,true,8,1363.3478665585228,4971,2657
30,1740,10.0,45123,-4,false,0,5865.017325208886,110505,43
30,1740,10.0,45123,-4,false,2,5865.017181711982,192318,35
30,1740,10.0,45123,-4,false,4,5865.017265139578,337351,832
30,1740,10.0,45123,-4,false,6,5865.017178344451,1452,776
30,1740,10.0,45123,-4,false,8,5865.017918718837,26589,2868
30,1740,10.0,45123,-4,true,0,5874.363994741382,102824,40
30,1740,10.0,45123,-4,true,2,5874.363760885442,200077,38
30,1740,10.0,45123,-4,true,4,5874.363858234459,318454,841
30,1740,10.0,45123,-4,true,6,5874.363762331767,1481,770
30,1740,10.0,45123,-4,true,8,5874.364496209066,24857,2904
30,1740,10.0,45123,-3,false,0,27341.14115910757,85849,29
30,1740,10.0,45123,-3,false,2,27341.139391170324,184079,32
30,1740,10.0,45123,-3,false,4,27341.140550309272,88716,744
30,1740,10.0,45123,-3,false,6,27341.139388765063,3586,809
30,1740,10.0,45123,-3,false,8,27342.47868685882,26503,2951
30,1740,10.0,45123,-3,true,0,27362.099331580055,85041,30
30,1740,10.0,45123,-3,true,2,27362.09881718806,177959,31
30,1740,10.0,45123,-3,true,4,27362.09945981901,88501,749
30,1740,10.0,45123,-3,true,6,27362.098804116824,4589,809
30,1740,10.0,45123,-3,true,8,27363.331508076993,28955,2959
30,1740,10.0,45123,-2,false,0,60135.32335511271,68422,33
30,1740,10.0,45123,-2,false,2,60135.322359745034,117880,29
30,1740,10.0,45123,-2,false,4,60135.323715725994,72299,764
30,1740,10.0,45123,-2,false,6,60135.32232989432,8365,743
30,1740,10.0,45123,-2,false,8,60135.34212344437,36523,3153
30,1740,10.0,45123,-2,true,0,60164.94267935901,65609,32
30,1740,10.0,45123,-2,true,2,60164.941267050875,125494,31
30,1740,10.0,45123,-2,true,4,60164.94329210602,71432,762
30,1740,10.0,45123,-2,true,6,60164.94125852754,7924,741
30,1740,10.0,45123,-2,true,8,60164.954482283385,34361,3166
30,1740,10.0,45123,-1,false,0,31.727143007168998,91,14
30,1740,10.0,45123,-1,false,2,31.727140871922224,200,17
30,1740,10.0,45123,-1,false,4,31.727143015760234,1380,4673
30,1740,10.0,45123,-1,false,6,31.730856851057617,180,1434
30,1740,10.0,45123,-1,false,8,31.727140863291673,480,3127
30,1740,10.0,45123,-1,true,0,31.727143007168998,100,14
30,1740,10.0,45123,-1,true,2,31.727140871922224,200,17
30,1740,10.0,45123,-1,true,4,31.727143015760234,1341,4673
30,1740,10.0,45123,-1,true,6,31.730856851057617,190,1434
30,1740,10.0,45123,-1,true,8,31.727140863291673,450,3127
30,1740,10.0,51234,-5,false,0,1345.8596818422443,64907,36
30,1740,10.0,51234,-5,false,2,1345.8596447001826,85446,22
30,1740,10.0,51234,-5,false,4,1345.8596626996778,211790,1518
30,1740,10.0,51234,-5,false,6,1345.8596851238563,1061,943
30,1740,10.0,51234,-5,false,8,1345.859713136988,5481,2810
30,1740,10.0,51234,-5,true,0,1351.6138582428339,64403,36
30,1740,10.0,51234,-5,true,2,1351.6138026676645,88173,23
30,1740,10.0,51234,-5,true,4,1351.6138370084598,209769,1587
30,1740,10.0,51234,-5,true,6,1351.614121552269,890,937
30,1740,10.0,51234,-5,true,8,1351.6138842739497,5272,2825
30,1740,10.0,51234,-4,false,0,5496.1041168084175,119753,46
30,1740,10.0,51234,-4,false,2,5496.103835159844,238502,46
30,1740,10.0,51234,-4,false,4,5496.1041569703,369564,986
30,1740,10.0,51234,-4,false,6,5496.103834849214,1500,849
30,1740,10.0,51234,-4,false,8,5496.1044724930925,29099,2963
30,1740,10.0,51234,-4,true,0,5508.5265506376145,110876,45
30,1740,10.0,51234,-4,true,2,5508.526327747035,195683,37
30,1740,10.0,51234,-4,true,4,5508.526623158258,352177,1024
30,1740,10.0,51234,-4,true,6,5508.526293064348,1512,849
30,1740,10.0,51234,-4,true,8,5508.526958055705,26770,2953
30,1740,10.0,51234,-3,false,0,26412.81202095825,100284,35
30,1740,10.0,51234,-3,false,2,26412.81061049702,238892,43
30,1740,10.0,51234,-3,false,4,26412.812386164755,104153,756
30,1740,10.0,51234,-3,false,6,26412.81049585228,6008,795
30,1740,10.0,51234,-3,false,8,26412.811219516803,28559,2995
30,1740,10.0,51234,-3,true,0,26436.425628631463,103103,36
30,1740,10.0,51234,-3,true,2,26436.42412045161,223347,40
30,1740,10.0,51234,-3,true,4,26436.42444636103,109822,763
30,1740,10.0,51234,-3,true,6,26436.424101550496,5987,795
30,1740,10.0,51234,-3,true,8,26436.424699000127,28135,2985
30,1740,10.0,51234,-2,false,0,58584.64813356756,70363,36
30,1740,10.0,51234,-2,false,2,58584.645813198265,170894,44
30,1740,10.0,51234,-2,false,4,58584.64967691789,72442,821
30,1740,10.0,51234,-2,false,6,58584.645775872654,6522,760
30,1740,10.0,51234,-2,false,8,58586.32413706416,36308,3133
30,1740,10.0,51234,-2,true,0,58611.43764440082,77227,40
30,1740,10.0,51234,-2,true,2,58611.436553826636,183186,47
30,1740,10.0,51234,-2,true,4,58611.43938505625,79829,821
30,1740,10.0,51234,-2,true,6,58611.43654673787,6451,760
30,1740,10.0,51234,-2,true,8,58612.87047327207,33302,3236
30,1740,10.0,51234,-1,false,0,32.413785516089995,120,18
30,1740,10.0,51234,-1,false,2,32.41378333564596,270,23
30,1740,10.0,51234,-1,false,4,32.41378549364508,1330,4325
30,1740,10.0,51234,-1,false,6,32.41759029742657,190,1304
30,1740,10.0,51234,-1,false,8,32.41378984085101,461,3124
30,1740,10.0,51234,-1,true,0,32.413785516089995,120,18
30,1740,10.0,51234,-1,true,2,32.41378333564596,270,23
30,1740,10.0,51234,-1,true,4,32.41378549364508,1340,4325
30,1740,10.0,51234,-1,true,6,32.41759029742657,170,1304
30,1740,10.0,51234,-1,true,8,32.41378984085101,480,3124
30,1740,0.5,12345,1,false,0,15.744394703086087,1462,15
30,1740,0.5,12345,1,false,1,15.744394694754469,80,12
30,1740,0.5,12345,1,false,2,15.744394687724354,1310,13
30,1740,0.5,12345,1,false,3,15.744394687716026,120,13
30,1740,0.5,12345,1,false,4,15.744394687066206,1222,719
30,1740,0.5,12345,1,false,5,15.744394687066208,30,729
30,1740,0.5,12345,1,false,6,15.74849258121319,8790,1078
30,1740,0.5,12345,1,false,7,15.748492581212794,4350,3848
30,1740,0.5,12345,1,false,8,15.877981204245097,7539,1067
30,1740,0.5,12345,1,false,9,15.753714923002686,4052,3747
30,1740,0.5,12345,1,true,0,28.824942808809105,1250,13
30,1740,0.5,12345,1,true,1,28.824942549855628,60,13
30,1740,0.5,12345,1,true,2,28.824942496614216,1301,12
30,1740,0.5,12345,1,true,3,28.824942493138224,90,12
30,1740,0.5,12345,1,true,4,28.824942492445306,1240,915
30,1740,0.5,12345,1,true,5,28.82494249244531,30,928
30,1740,0.5,12345,1,true,6,28.824942492445302,7493,1143
30,1740,0.5,12345,1,true,7,28.824942492445302,3443,1219
30,1740,0.5,12345,1,true,8,28.824942492445302,10534,3062
30,1740,0.5,12345,1,true,9,28.824942492445302,4349,3066
30,1740,0.5,12345,2,false,0,16.06532780628496,1270,13
30,1740,0.5,12345,2,false,1,16.06532780628381,70,13
30,1740,0.5,12345,2,false,2,16.065327804594958,1320,14
30,1740,0.5,12345,2,false,3,16.065327804702726,130,14
30,1740,0.5,12345,2,false,4,16.065327804400123,1230,768
30,1740,0.5,12345,2,false,5,16.06532780440012,30,790
