Size,Variables,Beta,Seed,Q,Abs,Method,Sol,Time,Iterations 
30,1740,0.5,45123,-3,true,6,25434.946803156112,5237,752
30,1740,0.5,45123,-3,true,8,25435.318942381666,29836,3632
30,1740,0.5,45123,-2,false,0,57440.17663426423,57430,27
30,1740,0.5,45123,-2,false,2,57440.174634968294,115733,28
30,1740,0.5,45123,-2,false,4,57440.17569007167,63279,682
30,1740,0.5,45123,-2,false,6,57440.17462436058,9344,713
30,1740,0.5,45123,-2,false,8,57440.27192342306,35660,3725
30,1740,0.5,45123,-2,true,0,57441.541766932554,56967,27
30,1740,0.5,45123,-2,true,2,57441.53909641567,119692,29
30,1740,0.5,45123,-2,true,4,57441.541003549915,61459,680
30,1740,0.5,45123,-2,true,6,57441.5390845205,8531,713
30,1740,0.5,45123,-2,true,8,57441.62946867097,33754,3695
30,1740,0.5,45123,-1,false,0,16.92985528614139,320,36
30,1740,0.5,45123,-1,false,2,16.9298537381107,670,43
30,1740,0.5,45123,-1,false,4,16.92985472555455,1492,1028
30,1740,0.5,45123,-1,false,6,16.930251442924124,130,809
30,1740,0.5,45123,-1,false,8,16.929857040451356,480,3251
30,1740,0.5,45123,-1,true,0,16.92985528614139,300,36
30,1740,0.5,45123,-1,true,2,16.9298537381107,650,43
30,1740,0.5,45123,-1,true,4,16.92985472555455,1500,1028
30,1740,0.5,45123,-1,true,6,16.930251442924124,120,809
30,1740,0.5,45123,-1,true,8,16.929857040451356,482,3251
30,1740,0.5,51234,-5,false,0,1040.869769010764,32369,15
30,1740,0.5,51234,-5,false,2,1040.869732163061,98929,26
30,1740,0.5,51234,-5,false,4,1040.869731978607,930,646
30,1740,0.5,51234,-5,false,6,1040.869731978607,360,732
30,1740,0.5,51234,-5,false,8,1040.869731978607,5052,3234
30,1740,0.5,51234,-5,true,0,1041.00190995766,40742,20
30,1740,0.5,51234,-5,true,2,1041.0018930605077,94615,24
30,1740,0.5,51234,-5,true,4,1041.001892563213,911,648
30,1740,0.5,51234,-5,true,6,1041.0018925632128,330,732
30,1740,0.5,51234,-5,true,8,1041.0018925632128,4881,3302
30,1740,0.5,51234,-4,false,0,4764.643208425475,75494,26
30,1740,0.5,51234,-4,false,2,4764.642915857936,184508,29
30,1740,0.5,51234,-4,false,4,4764.642915130684,1930,674
30,1740,0.5,51234,-4,false,6,4764.642915130686,826,732
30,1740,0.5,51234,-4,false,8,4764.642915130686,33497,3584
30,1740,0.5,51234,-4,true,0,4765.068885877066,104651,26
30,1740,0.5,51234,-4,true,2,4765.068719420463,197162,28
30,1740,0.5,51234,-4,true,4,4765.068717922419,1990,675
30,1740,0.5,51234,-4,true,6,4765.06871792242,934,732
30,1740,0.5,51234,-4,true,8,4765.06871792242,38807,3667
30,1740,0.5,51234,-3,false,0,24509.74090238832,95748,20
30,1740,0.5,51234,-3,false,2,24509.739724780993,221983,26
30,1740,0.5,51234,-3,false,4,24509.739708855235,2162,624
30,1740,0.5,51234,-3,false,6,24509.73970885524,4784,747
30,1740,0.5,51234,-3,false,8,24509.73970885524,36882,3585
30,1740,0.5,51234,-3,true,0,24510.654659586507,89605,19
30,1740,0.5,51234,-3,true,2,24510.653782616104,233041,27
30,1740,0.5,51234,-3,true,4,24510.65377911147,2320,624
30,1740,0.5,51234,-3,true,6,24510.65377911148,4578,747
30,1740,0.5,51234,-3,true,8,24510.65377911148,32049,3549
30,1740,0.5,51234,-2,false,0,55591.459377494764,69568,27
30,1740,0.5,51234,-2,false,2,55591.45720613007,130220,21
30,1740,0.5,51234,-2,false,4,55591.45807165225,74550,744
30,1740,0.5,51234,-2,false,6,55591.45720053918,7732,708
30,1740,0.5,51234,-2,false,8,55591.627341281805,36537,3720
30,1740,0.5,51234,-2,true,0,55592.78757022754,49874,22
30,1740,0.5,51234,-2,true,2,55592.78481629724,101819,23
30,1740,0.5,51234,-2,true,4,55592.78626521582,53756,744
30,1740,0.5,51234,-2,true,6,55592.78478460088,9780,708
30,1740,0.5,51234,-2,true,8,55592.94421596226,34958,3758
30,1740,0.5,51234,-1,false,0,16.87249568279295,500,39
30,1740,0.5,51234,-1,false,2,16.87249495455425,470,41
30,1740,0.5,51234,-1,false,4,16.872494835824455,1960,958
30,1740,0.5,51234,-1,false,6,16.872650205609656,120,734
30,1740,0.5,51234,-1,false,8,16.872550342390053,520,3304
30,1740,0.5,51234,-1,true,0,16.87249568279295,310,39
30,1740,0.5,51234,-1,true,2,16.87249495455425,480,41
30,1740,0.5,51234,-1,true,4,16.872494835824455,1520,958
30,1740,0.5,51234,-1,true,6,16.872650205609656,150,734
30,1740,0.5,51234,-1,true,8,16.872550342390053,481,3304
30,1740,1.0,12345,-5,false,0,1197.7600961747783,34852,15
30,1740,1.0,12345,-5,false,2,1197.7600501743575,110805,26
30,1740,1.0,12345,-5,false,4,1197.7600498437723,1000,692
30,1740,1.0,12345,-5,false,6,1197.7600498437725,450,768
30,1740,1.0,12345,-5,false,8,1197.7600498437725,5148,3215
30,1740,1.0,12345,-5,true,0,1198.047611642326,52575,24
30,1740,1.0,12345,-5,true,2,1198.0476106132246,106985,25
30,1740,1.0,12345,-5,true,4,1198.0476099962407,1080,691
30,1740,1.0,12345,-5,true,6,1198.0476099962407,410,768
30,1740,1.0,12345,-5,true,8,1198.0476099962407,4992,3216
30,1740,1.0,12345,-4,false,0,5115.157326730111,61686,20
30,1740,1.0,12345,-4,false,2,5115.157236440455,145392,25
30,1740,1.0,12345,-4,false,4,5115.157235955298,1710,604
30,1740,1.0,12345,-4,false,6,5115.1572359553,1602,720
30,1740,1.0,12345,-4,false,8,5115.1572359553,29131,3287
30,1740,1.0,12345,-4,true,0,5115.949670412623,66753,22
30,1740,1.0,12345,-4,true,2,5115.94944206223,142305,25
30,1740,1.0,12345,-4,true,4,5115.949440984289,1826,603
30,1740,1.0,12345,-4,true,6,5115.949440984291,850,720
30,1740,1.0,12345,-4,true,8,5115.949440984291,25651,3280
30,1740,1.0,12345,-3,false,0,24737.614318172706,72714,23
30,1740,1.0,12345,-3,false,2,24737.613110910053,166677,27
30,1740,1.0,12345,-3,false,4,24737.61309976527,2770,606
30,1740,1.0,12345,-3,false,6,24737.613099765276,5552,607
30,1740,1.0,12345,-3,false,8,24737.613099765276,27887,3221
30,1740,1.0,12345,-3,true,0,24739.51466383328,76710,24
30,1740,1.0,12345,-3,true,2,24739.5144506621,163170,27
30,1740,1.0,12345,-3,true,4,24739.51444222396,1991,606
30,1740,1.0,12345,-3,true,6,24739.51444222397,7902,607
30,1740,1.0,12345,-3,true,8,24739.51444222397,36983,3281
30,1740,1.0,12345,-2,false,0,46793.27240857177,57442,25
30,1740,1.0,12345,-2,false,2,46793.272079545495,115680,27
30,1740,1.0,12345,-2,false,4,46793.272055309426,2970,570
30,1740,1.0,12345,-2,false,6,46793.27205530944,6468,633
30,1740,1.0,12345,-2,false,8,46793.27205530944,40836,3475
30,1740,1.0,12345,-2,true,0,46795.80435897264,77337,25
30,1740,1.0,12345,-2,true,2,46795.80402921489,138617,28
30,1740,1.0,12345,-2,true,4,46795.80401932495,2320,570
30,1740,1.0,12345,-2,true,6,46795.80401932497,4892,633
30,1740,1.0,12345,-2,true,8,46795.80401932497,38955,3437
30,1740,1.0,12345,-1,false,0,16.064512536252103,660,59
30,1740,1.0,12345,-1,false,2,16.06451157425049,1050,58
30,1740,1.0,12345,-1,false,4,16.06451179835669,631,785
30,1740,1.0,12345,-1,false,6,16.064511542102963,200,900
30,1740,1.0,12345,-1,false,8,16.064534212584423,670,3273
30,1740,1.0,12345,-1,true,0,16.064512536252103,578,59
30,1740,1.0,12345,-1,true,2,16.06451157425049,990,58
30,1740,1.0,12345,-1,true,4,16.06451179835669,653,785
30,1740,1.0,12345,-1,true,6,16.064511542102963,212,900
30,1740,1.0,12345,-1,true,8,16.064534212584423,672,3273
30,1740,1.0,23451,-5,false,0,1099.6252822591746,71190,24
30,1740,1.0,23451,-5,false,2,1099.625216032393,127016,21
30,1740,1.0,23451,-5,false,4,1099.6252828420686,76218,741
30,1740,1.0,23451,-5,false,6,1099.6252616644508,1574,744
30,1740,1.0,23451,-5,false,8,1099.6345745966737,8712,3243
30,1740,1.0,23451,-5,true,0,1099.927813076668,76046,24
30,1740,1.0,23451,-5,true,2,1099.927767163799,140328,23
30,1740,1.0,23451,-5,true,4,1099.927808378531,72702,740
30,1740,1.0,23451,-5,true,6,1099.9278053359017,1582,742
30,1740,1.0,23451,-5,true,8,1099.9351767583314,6946,3255
30,1740,1.0,23451,-4,false,0,5276.374748849715,67682,15
30,1740,1.0,23451,-4,false,2,5276.3747272243545,176111,23
30,1740,1.0,23451,-4,false,4,5276.374726416867,2274,636
30,1740,1.0,23451,-4,false,6,5276.374726416868,1076,741
30,1740,1.0,23451,-4,false,8,5276.374726416868,33835,3365
30,1740,1.0,23451,-4,true,0,5277.227043847868,64430,15
30,1740,1.0,23451,-4,true,2,5277.227026696678,172597,21
30,1740,1.0,23451,-4,true,4,5277.227023467307,2242,636
30,1740,1.0,23451,-4,true,6,5277.227023467307,1024,741
30,1740,1.0,23451,-4,true,8,5277.227023467307,40473,3456
30,1740,1.0,23451,-3,false,0,28914.763131282572,95170,18
30,1740,1.0,23451,-3,false,2,28914.762755232507,211518,25
30,1740,1.0,23451,-3,false,4,28914.762750477206,2080,671
30,1740,1.0,23451,-3,false,6,28914.762750477203,3196,724
30,1740,1.0,23451,-3,false,8,28914.762750477203,37023,3474
30,1740,1.0,23451,-3,true,0,28916.619285171164,93159,18
30,1740,1.0,23451,-3,true,2,28916.6187533924,188587,28
30,1740,1.0,23451,-3,true,4,28916.618729949587,2622,671
30,1740,1.0,23451,-3,true,6,28916.618729949587,3941,724
30,1740,1.0,23451,-3,true,8,28916.618729949587,41204,3382
30,1740,1.0,23451,-2,false,0,56658.048653557365,54121,16
30,1740,1.0,23451,-2,false,2,56658.05090150195,173940,30
30,1740,1.0,23451,-2,false,4,56658.04797601462,3170,632
30,1740,1.0,23451,-2,false,6,56658.04797601463,6172,619
30,1740,1.0,23451,-2,false,8,56658.04797601463,52992,3435
30,1740,1.0,23451,-2,true,0,56660.61979867469,55108,16
30,1740,1.0,23451,-2,true,2,56660.61923303604,148071,28
30,1740,1.0,23451,-2,true,4,56660.61920012449,2451,632
30,1740,1.0,23451,-2,true,6,56660.61920012451,5477,619
30,1740,1.0,23451,-2,true,8,56660.61920012451,38513,3479
30,1740,1.0,23451,-1,false,0,19.31628729468907,260,33
30,1740,1.0,23451,-1,false,2,19.316285608099342,490,37
30,1740,1.0,23451,-1,false,4,19.3162857810147,1270,1262
30,1740,1.0,23451,-1,false,6,19.316347884776107,130,770
30,1740,1.0,23451,-1,false,8,19.316285681608075,582,3035
30,1740,1.0,23451,-1,true,0,19.31628729468907,250,33
30,1740,1.0,23451,-1,true,2,19.316285608099342,480,37
30,1740,1.0,23451,-1,true,4,19.3162857810147,1452,1262
30,1740,1.0,23451,-1,true,6,19.316347884776107,150,770
30,1740,1.0,23451,-1,true,8,19.316285681608075,520,3035
30,1740,1.0,34512,-5,false,0,1096.9170896167311,63663,27
30,1740,1.0,34512,-5,false,2,1096.9170363845487,121875,28
30,1740,1.0,34512,-5,false,4,1096.9170677869058,66925,674
30,1740,1.0,34512,-5,false,6,1096.917035981019,600,839
30,1740,1.0,34512,-5,false,8,1096.917037451848,5711,3412
30,1740,1.0,34512,-5,true,0,1097.1944185761945,62314,28
30,1740,1.0,34512,-5,true,2,1097.1943857423805,135947,28
30,1740,1.0,34512,-5,true,4,1097.194408832411,70424,675
30,1740,1.0,34512,-5,true,6,1097.1943848833887,692,837
30,1740,1.0,34512,-5,true,8,1097.1943869727947,5528,3381
30,1740,1.0,34512,-4,false,0,5829.76381991118,72007,23
30,1740,1.0,34512,-4,false,2,5829.76361303615,160087,25
30,1740,1.0,34512,-4,false,4,5829.763612197916,1900,752
30,1740,1.0,34512,-4,false,6,5829.763612197914,784,812
30,1740,1.0,34512,-4,false,8,5829.763612197914,31390,3480
30,1740,1.0,34512,-4,true,0,5830.544754190988,80344,24
30,1740,1.0,34512,-4,true,2,5830.544692180554,150459,24
30,1740,1.0,34512,-4,true,4,5830.544689107445,1924,750
30,1740,1.0,34512,-4,true,6,5830.544689107443,680,812
30,1740,1.0,34512,-4,true,8,5830.544689107443,34091,3412
30,1740,1.0,34512,-3,false,0,21066.522285970546,89583,23
30,1740,1.0,34512,-3,false,2,21066.52204020822,180559,29
30,1740,1.0,34512,-3,false,4,21066.523342611472,80762,538
30,1740,1.0,34512,-3,false,6,21066.52203364843,4145,721
30,1740,1.0,34512,-3,false,8,21066.54432677797,38754,3565
30,1740,1.0,34512,-3,true,0,21068.466480955634,84688,25
30,1740,1.0,34512,-3,true,2,21068.465838609376,169391,30
30,1740,1.0,34512,-3,true,4,21068.466383843275,76327,539
30,1740,1.0,34512,-3,true,6,21068.465836046133,4387,721
30,1740,1.0,34512,-3,true,8,21068.486735006194,32927,3617
30,1740,1.0,34512,-2,false,0,48752.68489394335,48347,22
30,1740,1.0,34512,-2,false,2,48752.683544137064,107566,26
30,1740,1.0,34512,-2,false,4,48752.68353299043,2411,596
30,1740,1.0,34512,-2,false,6,48752.683532990435,6883,790
30,1740,1.0,34512,-2,false,8,48752.683532990435,35556,3596
30,1740,1.0,34512,-2,true,0,48755.324057797254,43377,19
30,1740,1.0,34512,-2,true,2,48755.323593897294,104481,26
30,1740,1.0,34512,-2,true,4,48755.3235665758,2362,596
30,1740,1.0,34512,-2,true,6,48755.323566575804,5903,790
30,1740,1.0,34512,-2,true,8,48755.323566575804,32046,3584
30,1740,1.0,34512,-1,false,0,17.713825646574737,310,41
30,1740,1.0,34512,-1,false,2,17.713825865023292,390,35
30,1740,1.0,34512,-1,false,4,17.713824382155824,1590,1195
30,1740,1.0,34512,-1,false,6,17.71421125389633,140,851
30,1740,1.0,34512,-1,false,8,17.713824338886997,510,3123
30,1740,1.0,34512,-1,true,0,17.713825646574737,300,41
30,1740,1.0,34512,-1,true,2,17.713825865023292,380,35
30,1740,1.0,34512,-1,true,4,17.713824382155824,1520,1195
30,1740,1.0,34512,-1,true,6,17.71421125389633,130,851
30,1740,1.0,34512,-1,true,8,17.713824338886997,440,3123
30,1740,1.0,45123,-5,false,0,1026.1458536017515,58757,29
30,1740,1.0,45123,-5,false,2,1026.1458190282312,103021,26
30,1740,1.0,45123,-5,false,4,1026.1458553719917,57685,626
30,1740,1.0,45123,-5,false,6,1026.1458189033947,551,605
30,1740,1.0,45123,-5,false,8,1026.145825952807,5242,3021
30,1740,1.0,45123,-5,true,0,1026.4652827218795,52126,26
30,1740,1.0,45123,-5,true,2,1026.4652696535986,104063,27
30,1740,1.0,45123,-5,true,4,1026.465294980139,53755,629
30,1740,1.0,45123,-5,true,6,1026.4652694016024,531,605
30,1740,1.0,45123,-5,true,8,1026.465278007944,4721,3034
30,1740,1.0,45123,-4,false,0,5070.73441968355,55937,19
30,1740,1.0,45123,-4,false,2,5070.734373045306,199429,38
30,1740,1.0,45123,-4,false,4,5070.734427237827,57497,599
30,1740,1.0,45123,-4,false,6,5070.734370118126,1190,657
30,1740,1.0,45123,-4,false,8,5070.735914942154,26257,3381
30,1740,1.0,45123,-4,true,0,5071.5614970842435,76051,27
30,1740,1.0,45123,-4,true,2,5071.561453954038,198091,37
30,1740,1.0,45123,-4,true,4,5071.561692626974,74262,599
30,1740,1.0,45123,-4,true,6,5071.5614524076655,1162,655
30,1740,1.0,45123,-4,true,8,5071.56302618988,24471,3299
30,1740,1.0,45123,-3,false,0,25536.24743788551,79177,27
30,1740,1.0,45123,-3,false,2,25536.246075018003,130222,21
30,1740,1.0,45123,-3,false,4,25536.24663312346,83051,668
30,1740,1.0,45123,-3,false,6,25536.24605437243,5240,758
30,1740,1.0,45123,-3,false,8,25536.420215590704,26528,3430
30,1740,1.0,45123,-3,true,0,25538.33207801156,51966,16
30,1740,1.0,45123,-3,true,2,25538.330848777012,172526,30
30,1740,1.0,45123,-3,true,4,25538.33215436169,54404,668
30,1740,1.0,45123,-3,true,6,25538.330843841813,5163,758
30,1740,1.0,45123,-3,true,8,25538.49170885342,29046,3440
30,1740,1.0,45123,-2,false,0,57589.59935611059,93318,47
